Date,Home_Win,Home,Away,Home_Streak,Away_Streak,Home_Win_Percentage,Away_Win_Percentage
wednesday apr 17,W,LAD,CIN,3,-3,0.5789473684210527,0.3125
friday apr 26,W,LAD,PIT,1,-5,0.5925925925925926,0.5217391304347826
saturday apr 27,W,LAD,PIT,2,-6,0.6071428571428571,0.5
sunday apr 28,W,LAD,PIT,3,-7,0.6206896551724138,0.48
monday apr 29,W,SFG,LAD,-3,4,0.3928571428571429,0.6333333333333333
tuesday apr 30,L,SFG,LAD,1,-1,0.4137931034482759,0.6129032258064516
wednesday may 1,W,SFG,LAD,-1,1,0.4,0.625
friday may 3,L,SDP,LAD,1,-1,0.5625,0.6060606060606061
saturday may 4,L,SDP,LAD,-1,1,0.5454545454545454,0.6176470588235294
sunday may 5,W,SDP,LAD,-2,2,0.5294117647058824,0.6285714285714286
thursday may 9,L,LAD,WSN,3,-4,0.6410256410256411,0.3888888888888889
friday may 10,W,LAD,WSN,-1,1,0.625,0.40540540540540543
saturday may 11,L,LAD,WSN,1,-1,0.6341463414634146,0.3947368421052632
sunday may 12,W,LAD,WSN,-1,1,0.6190476190476191,0.41025641025641024
tuesday may 14,W,LAD,SDP,1,-1,0.627906976744186,0.5365853658536586
wednesday may 15,W,LAD,SDP,2,-2,0.6363636363636364,0.5238095238095238
friday may 17,L,CIN,LAD,2,3,0.4545454545454545,0.6444444444444445
saturday may 18,W,CIN,LAD,-1,4,0.4444444444444444,0.6521739130434783
sunday may 19,L,CIN,LAD,1,-1,0.4565217391304348,0.6382978723404256
tuesday may 21,L,TBR,LAD,-1,1,0.6136363636363636,0.6458333333333334
wednesday may 22,W,TBR,LAD,-2,2,0.6,0.6530612244897959
friday may 24,L,PIT,LAD,1,-1,0.5319148936170213,0.64
saturday may 25,L,PIT,LAD,-1,1,0.5208333333333334,0.6470588235294118
sunday may 26,L,PIT,LAD,-2,2,0.5102040816326531,0.6538461538461539
monday may 27,W,LAD,NYM,3,2,0.660377358490566,0.5
tuesday may 28,L,LAD,NYM,4,-1,0.6666666666666666,0.490566037735849
wednesday may 29,W,LAD,NYM,-1,1,0.6545454545454545,0.5
thursday may 30,W,LAD,NYM,1,-1,0.6607142857142857,0.4909090909090909
friday may 31,W,LAD,PHI,2,-1,0.6666666666666666,0.5892857142857143
saturday jun 1,W,LAD,PHI,3,-2,0.6724137931034483,0.5789473684210527
sunday jun 2,W,LAD,PHI,4,-3,0.6779661016949152,0.5689655172413793
friday jun 7,W,SFG,LAD,-2,-1,0.4098360655737705,0.6825396825396826
saturday jun 8,L,SFG,LAD,1,-2,0.41935483870967744,0.671875
sunday jun 9,L,SFG,LAD,-1,1,0.4126984126984127,0.676923076923077
monday jun 17,L,LAD,SFG,1,-1,0.6666666666666666,0.43478260869565216
tuesday jun 18,W,LAD,SFG,-1,1,0.6575342465753424,0.4428571428571429
wednesday jun 19,W,LAD,SFG,1,-1,0.6621621621621622,0.4366197183098591
thursday jun 20,W,LAD,SFG,2,-2,0.6666666666666666,0.4305555555555556
friday jun 21,W,LAD,COL,3,3,0.6710526315789473,0.5405405405405406
saturday jun 22,W,LAD,COL,4,-1,0.6753246753246753,0.5333333333333333
sunday jun 23,W,LAD,COL,5,-2,0.6794871794871795,0.5263157894736842
thursday jun 27,L,COL,LAD,1,-1,0.525,0.6707317073170732
friday jun 28,W,COL,LAD,-1,1,0.5185185185185185,0.6746987951807228
saturday jun 29,W,COL,LAD,1,-1,0.5243902439024389,0.6666666666666666
sunday jun 30,L,COL,LAD,2,-2,0.5301204819277109,0.6588235294117647
thursday jul 4,W,LAD,SDP,3,-4,0.6704545454545454,0.4883720930232558
friday jul 5,L,LAD,SDP,4,-5,0.6741573033707865,0.4827586206896552
saturday jul 6,L,LAD,SDP,-1,1,0.6666666666666666,0.4886363636363637
sunday jul 7,L,LAD,SDP,-2,2,0.6593406593406593,0.4943820224719101
friday jul 12,W,BOS,LAD,4,-3,0.5444444444444444,0.6521739130434783
saturday jul 13,L,BOS,LAD,5,-4,0.5494505494505495,0.6451612903225806
sunday jul 14,L,BOS,LAD,-1,1,0.5434782608695652,0.6489361702127661
monday jul 15,L,PHI,LAD,1,2,0.5161290322580645,0.6526315789473685
tuesday jul 16,W,PHI,LAD,-1,3,0.5106382978723404,0.65625
wednesday jul 17,L,PHI,LAD,1,-1,0.5157894736842106,0.6494845360824743
thursday jul 18,W,PHI,LAD,-1,1,0.5104166666666666,0.6530612244897959
friday jul 19,W,LAD,MIA,-1,1,0.6464646464646465,0.3829787234042553
saturday jul 20,W,LAD,MIA,1,-1,0.65,0.37894736842105264
sunday jul 21,W,LAD,MIA,2,-2,0.6534653465346535,0.375
friday jul 26,L,WSN,LAD,-1,-2,0.5392156862745098,0.6442307692307693
saturday jul 27,L,WSN,LAD,-2,1,0.5339805825242718,0.6476190476190476
sunday jul 28,W,WSN,LAD,-3,2,0.5288461538461539,0.6509433962264151
monday jul 29,W,COL,LAD,-2,-1,0.4622641509433962,0.6448598130841121
tuesday jul 30,L,COL,LAD,1,-2,0.4672897196261682,0.6388888888888888
wednesday jul 31,L,COL,LAD,-1,1,0.46296296296296297,0.6422018348623854
thursday aug 1,W,LAD,SDP,2,-1,0.6454545454545455,0.4672897196261682
friday aug 2,L,LAD,SDP,3,-2,0.6486486486486487,0.46296296296296297
saturday aug 3,W,LAD,SDP,-1,1,0.6428571428571429,0.4678899082568808
sunday aug 4,W,LAD,SDP,1,-1,0.6460176991150443,0.4636363636363636
tuesday aug 13,L,MIA,LAD,-1,2,0.3760683760683761,0.6583333333333333
wednesday aug 14,L,MIA,LAD,-2,3,0.3728813559322034,0.6611570247933884
thursday aug 15,W,MIA,LAD,-3,4,0.3697478991596639,0.6639344262295082
friday aug 23,L,LAD,NYY,3,-4,0.6589147286821705,0.6434108527131783
saturday aug 24,W,LAD,NYY,-1,1,0.6538461538461539,0.6461538461538462
sunday aug 25,L,LAD,NYY,1,-1,0.6564885496183206,0.6412213740458015
monday aug 26,W,SDP,LAD,1,-1,0.4651162790697674,0.6515151515151515
tuesday aug 27,L,SDP,LAD,2,-2,0.4692307692307692,0.6466165413533834
wednesday aug 28,L,SDP,LAD,-1,1,0.4656488549618321,0.6492537313432836
monday sep 2,W,LAD,COL,1,-6,0.6402877697841727,0.427536231884058
tuesday sep 3,W,LAD,COL,2,-7,0.6428571428571429,0.4244604316546763
wednesday sep 4,W,LAD,COL,3,-8,0.6453900709219859,0.4214285714285714
friday sep 6,L,LAD,SFG,4,-1,0.647887323943662,0.4785714285714286
saturday sep 7,L,LAD,SFG,-1,1,0.6433566433566433,0.4822695035460993
sunday sep 8,W,LAD,SFG,-2,2,0.6388888888888888,0.4859154929577465
tuesday sep 10,L,BAL,LAD,-5,1,0.3216783216783217,0.6413793103448275
wednesday sep 11,W,BAL,LAD,-6,2,0.3194444444444444,0.6438356164383562
thursday sep 12,L,BAL,LAD,1,-1,0.32413793103448274,0.6394557823129252
friday sep 13,L,NYM,LAD,4,1,0.5205479452054794,0.6418918918918919
saturday sep 14,W,NYM,LAD,-1,2,0.5170068027210885,0.6442953020134228
sunday sep 15,L,NYM,LAD,1,-1,0.5202702702702703,0.64
tuesday sep 17,W,LAD,TBR,1,-1,0.6423841059602649,0.5894039735099338
wednesday sep 18,L,LAD,TBR,2,-2,0.6447368421052632,0.5855263157894737
friday sep 20,W,LAD,COL,-1,-2,0.6405228758169934,0.4313725490196079
saturday sep 21,L,LAD,COL,1,-3,0.6428571428571429,0.42857142857142855
sunday sep 22,W,LAD,COL,-1,1,0.6387096774193548,0.43225806451612897
tuesday sep 24,L,SDP,LAD,1,1,0.4487179487179487,0.6410256410256411
wednesday sep 25,L,SDP,LAD,-1,2,0.445859872611465,0.643312101910828
thursday sep 26,L,SDP,LAD,-2,3,0.4430379746835443,0.6455696202531646
friday sep 27,L,SFG,LAD,2,4,0.4842767295597484,0.6477987421383647
saturday sep 28,L,SFG,LAD,-1,5,0.48125,0.65
sunday sep 29,L,SFG,LAD,-2,6,0.4782608695652174,0.6521739130434783
thursday mar 28,W,SDP,SFG,0,0,0.0,0.0
friday mar 29,W,SDP,SFG,1,-1,1.0,0.0
saturday mar 30,L,SDP,SFG,2,-2,1.0,0.0
sunday mar 31,W,SDP,SFG,-1,1,0.6666666666666666,0.3333333333333333
friday apr 5,L,SFG,TBR,-2,-1,0.2857142857142857,0.7142857142857143
saturday apr 6,W,SFG,TBR,-3,1,0.25,0.75
sunday apr 7,L,SFG,TBR,1,-1,0.3333333333333333,0.6666666666666666
monday apr 8,L,SFG,SDP,-1,-1,0.3,0.6
tuesday apr 9,W,SFG,SDP,-2,1,0.2727272727272727,0.6363636363636364
wednesday apr 10,L,SFG,SDP,1,-1,0.3333333333333333,0.5833333333333334
thursday apr 11,W,SFG,COL,-1,-5,0.3076923076923077,0.25
friday apr 12,W,SFG,COL,1,-6,0.35714285714285715,0.2307692307692308
saturday apr 13,W,SFG,COL,2,-7,0.4,0.21428571428571427
sunday apr 14,L,SFG,COL,3,-8,0.4375,0.2
tuesday apr 16,L,WSN,SFG,-1,-1,0.5,0.4117647058823529
wednesday apr 17,W,WSN,SFG,-2,1,0.4666666666666667,0.4444444444444444
thursday apr 18,W,WSN,SFG,1,-1,0.5,0.42105263157894735
friday apr 19,W,PIT,SFG,3,-2,0.625,0.4
saturday apr 20,W,PIT,SFG,4,-3,0.6470588235294118,0.3809523809523809
sunday apr 21,L,PIT,SFG,5,-4,0.6666666666666666,0.3636363636363637
friday apr 26,L,SFG,NYY,3,-1,0.44,0.56
saturday apr 27,L,SFG,NYY,-1,1,0.4230769230769231,0.5769230769230769
sunday apr 28,L,SFG,NYY,-2,2,0.4074074074074074,0.5925925925925926
friday may 3,L,CIN,SFG,-1,1,0.41935483870967744,0.41935483870967744
saturday may 4,W,CIN,SFG,-2,2,0.40625,0.4375
sunday may 5,L,CIN,SFG,1,-1,0.42424242424242425,0.42424242424242425
monday may 6,W,CIN,SFG,-1,1,0.4117647058823529,0.4411764705882353
tuesday may 7,L,COL,SFG,1,-1,0.4571428571428571,0.42857142857142855
thursday may 9,W,COL,SFG,-1,1,0.4444444444444444,0.4444444444444444
friday may 10,L,SFG,CIN,-1,1,0.4324324324324325,0.42105263157894735
saturday may 11,L,SFG,CIN,-2,2,0.42105263157894735,0.4358974358974359
sunday may 12,W,SFG,CIN,-3,3,0.41025641025641024,0.45
tuesday may 28,W,MIA,SFG,1,-5,0.3333333333333333,0.40384615384615385
wednesday may 29,W,MIA,SFG,2,-6,0.3461538461538461,0.3962264150943397
thursday may 30,L,MIA,SFG,3,-7,0.3584905660377358,0.3888888888888889
friday may 31,W,BAL,SFG,-2,1,0.3035714285714285,0.4
saturday jun 1,L,BAL,SFG,1,-1,0.3157894736842105,0.3928571428571429
sunday jun 2,L,BAL,SFG,-1,1,0.3103448275862069,0.4035087719298245
tuesday jun 4,L,NYM,SFG,-2,2,0.4745762711864407,0.4137931034482759
wednesday jun 5,W,NYM,SFG,-3,3,0.4666666666666667,0.423728813559322
thursday jun 6,W,NYM,SFG,1,-1,0.4754098360655738,0.4166666666666667
tuesday jun 11,W,SFG,SDP,-2,-2,0.40625,0.5
wednesday jun 12,W,SFG,SDP,1,-3,0.4153846153846154,0.4925373134328358
monday jun 24,L,SFG,COL,-1,-3,0.4342105263157895,0.5194805194805194
tuesday jun 25,W,SFG,COL,-2,1,0.42857142857142855,0.5256410256410257
wednesday jun 26,L,SFG,COL,1,-1,0.4358974358974359,0.5189873417721519
monday jul 1,L,SDP,SFG,-1,1,0.5060240963855421,0.43373493975903615
tuesday jul 2,L,SDP,SFG,-2,2,0.5,0.4404761904761905
wednesday jul 3,L,SDP,SFG,-3,3,0.4941176470588236,0.4470588235294118
monday jul 15 (1),L,COL,SFG,1,1,0.5,0.4673913043478261
monday jul 15 (2),L,COL,SFG,-1,2,0.4946236559139785,0.4731182795698925
tuesday jul 16,L,COL,SFG,-2,3,0.4893617021276596,0.4787234042553192
wednesday jul 17,L,COL,SFG,-3,4,0.4842105263157895,0.4842105263157895
thursday jul 18,W,SFG,NYM,5,4,0.4895833333333333,0.4631578947368421
friday jul 19,W,SFG,NYM,6,-1,0.4948453608247423,0.4583333333333333
saturday jul 20,L,SFG,NYM,7,-2,0.5,0.4536082474226804
sunday jul 21,W,SFG,NYM,-1,1,0.494949494949495,0.4591836734693878
friday jul 26,L,SDP,SFG,-1,-1,0.4705882352941176,0.5048543689320388
saturday jul 27,W,SDP,SFG,-2,1,0.4660194174757282,0.5096153846153846
sunday jul 28,L,SDP,SFG,1,-1,0.4711538461538462,0.5047619047619047
tuesday jul 30,W,PHI,SFG,1,1,0.5238095238095238,0.5094339622641509
wednesday jul 31,L,PHI,SFG,2,-1,0.5283018867924528,0.5046728971962616
thursday aug 1,W,PHI,SFG,-1,1,0.5233644859813084,0.5092592592592593
friday aug 2,W,COL,SFG,-2,-1,0.4587155963302753,0.5045871559633027
saturday aug 3,L,COL,SFG,1,-2,0.4636363636363636,0.5
sunday aug 4,W,COL,SFG,-1,1,0.4594594594594595,0.5045045045045045
monday aug 5,L,SFG,WSN,-1,-2,0.5,0.5225225225225225
tuesday aug 6,L,SFG,WSN,-2,1,0.4955752212389381,0.5267857142857143
wednesday aug 7,L,SFG,WSN,-3,2,0.4912280701754386,0.5309734513274337
thursday aug 8,W,SFG,PHI,-4,-2,0.4869565217391305,0.5175438596491229
friday aug 9,L,SFG,PHI,1,-3,0.4913793103448276,0.5130434782608696
saturday aug 10,W,SFG,PHI,-1,1,0.4871794871794872,0.5172413793103449
sunday aug 11,W,SFG,PHI,1,-1,0.4915254237288136,0.5128205128205128
thursday aug 29,L,SFG,SDP,-2,-2,0.4924242424242424,0.4621212121212121
friday aug 30,W,SFG,SDP,-3,1,0.4887218045112782,0.4661654135338346
saturday aug 31,L,SFG,SDP,1,-1,0.4925373134328358,0.4626865671641791
sunday sep 1,L,SFG,SDP,-1,1,0.4888888888888889,0.4666666666666667
monday sep 9,L,SFG,PIT,-1,-2,0.4825174825174825,0.4335664335664336
tuesday sep 10,W,SFG,PIT,-2,1,0.4791666666666667,0.4375
wednesday sep 11,L,SFG,PIT,1,-1,0.4827586206896552,0.4344827586206896
thursday sep 12,L,SFG,PIT,-1,1,0.4794520547945205,0.4383561643835616
friday sep 13,W,SFG,MIA,-2,-4,0.4761904761904762,0.3493150684931507
saturday sep 14,L,SFG,MIA,1,-5,0.4797297297297297,0.3469387755102041
sunday sep 15,W,SFG,MIA,-1,1,0.4765100671140939,0.35135135135135137
tuesday sep 17,L,BOS,SFG,3,1,0.5302013422818792,0.48
wednesday sep 18,L,BOS,SFG,-1,2,0.5266666666666666,0.4834437086092716
thursday sep 19,W,BOS,SFG,-2,3,0.5231788079470199,0.4868421052631579
tuesday sep 24,L,SFG,COL,1,-1,0.4807692307692308,0.42948717948717946
wednesday sep 25,W,SFG,COL,-1,1,0.4777070063694268,0.43312101910828027
thursday sep 26,W,SFG,COL,1,-1,0.4810126582278481,0.4303797468354431
thursday mar 28,W,MIN,CLE,0,0,0.0,0.0
saturday mar 30,L,MIN,CLE,1,-1,1.0,0.0
sunday mar 31,W,MIN,CLE,-1,1,0.5,0.5
monday apr 1,W,CLE,CHW,-1,1,0.3333333333333333,0.3333333333333333
wednesday apr 3,L,CLE,CHW,1,-1,0.5,0.25
tuesday apr 9,L,DET,CLE,5,4,0.7,0.6666666666666666
wednesday apr 10,W,DET,CLE,-1,5,0.6363636363636364,0.7
thursday apr 11,L,DET,CLE,1,-1,0.6666666666666666,0.6363636363636364
friday apr 12,W,KCR,CLE,-10,1,0.16666666666666666,0.6666666666666666
saturday apr 13,W,KCR,CLE,1,-1,0.2307692307692308,0.6153846153846154
sunday apr 14,W,KCR,CLE,2,-2,0.2857142857142857,0.5714285714285714
monday apr 15,L,SEA,CLE,-3,-3,0.7222222222222222,0.5333333333333333
tuesday apr 16,L,SEA,CLE,-4,1,0.6842105263157895,0.5625
wednesday apr 17,L,SEA,CLE,-5,2,0.65,0.5882352941176471
tuesday apr 23,L,CLE,MIA,-2,-1,0.5714285714285714,0.2727272727272727
wednesday apr 24,W,CLE,MIA,-3,1,0.5454545454545454,0.3043478260869565
tuesday apr 30,L,MIA,CLE,-3,-2,0.2857142857142857,0.5555555555555556
wednesday may 1,W,MIA,CLE,-4,1,0.27586206896551724,0.5714285714285714
friday may 3,W,CLE,SEA,-1,-4,0.5517241379310345,0.5454545454545454
saturday may 4,W,CLE,SEA,1,-5,0.5666666666666667,0.5294117647058824
sunday may 5,L,CLE,SEA,2,-6,0.5806451612903226,0.5142857142857142
monday may 6,L,CLE,CHW,-1,-3,0.5625,0.4375
tuesday may 7,L,CLE,CHW,-2,1,0.5454545454545454,0.4545454545454545
wednesday may 8,W,CLE,CHW,-3,2,0.5294117647058824,0.4705882352941176
thursday may 9,W,CLE,CHW,1,-1,0.5428571428571428,0.4571428571428571
monday may 13,W,CHW,CLE,2,1,0.4615384615384616,0.5384615384615384
tuesday may 14,L,CHW,CLE,3,-1,0.475,0.525
thursday may 16,W,CLE,BAL,1,-2,0.5365853658536586,0.3333333333333333
friday may 17,L,CLE,BAL,2,-3,0.5476190476190477,0.32558139534883723
saturday may 18,W,CLE,BAL,-1,1,0.5348837209302325,0.3409090909090909
sunday may 19,W,CLE,BAL,1,-1,0.5454545454545454,0.3333333333333333
thursday may 23,L,CLE,TBR,-3,1,0.5208333333333334,0.6086956521739131
friday may 24,W,CLE,TBR,-4,2,0.5102040816326531,0.6170212765957447
saturday may 25,L,CLE,TBR,1,-1,0.52,0.6041666666666666
sunday may 26,L,CLE,TBR,-1,1,0.5098039215686274,0.6122448979591837
monday may 27,W,BOS,CLE,1,-2,0.5283018867924528,0.5
tuesday may 28,L,BOS,CLE,2,-3,0.5370370370370371,0.490566037735849
wednesday may 29,L,BOS,CLE,-1,1,0.5272727272727272,0.5
thursday may 30,W,CHW,CLE,3,2,0.4727272727272727,0.509090909090909
friday may 31,W,CHW,CLE,4,-1,0.4821428571428572,0.5
saturday jun 1,L,CHW,CLE,5,-2,0.4912280701754386,0.4912280701754386
sunday jun 2,W,CHW,CLE,-1,1,0.4827586206896552,0.5
tuesday jun 4,W,CLE,MIN,-1,3,0.4915254237288136,0.6896551724137931
wednesday jun 5,W,CLE,MIN,1,-1,0.5,0.6779661016949152
thursday jun 6,L,CLE,MIN,2,-2,0.5081967213114754,0.6666666666666666
friday jun 7,W,CLE,NYY,-1,1,0.5,0.639344262295082
saturday jun 8,W,CLE,NYY,1,-1,0.5079365079365079,0.6290322580645161
sunday jun 9,L,CLE,NYY,2,-2,0.515625,0.6190476190476191
tuesday jun 11,W,CLE,CIN,-1,1,0.5076923076923077,0.453125
wednesday jun 12,L,CLE,CIN,1,-1,0.5151515151515151,0.4461538461538462
friday jun 14,L,DET,CLE,-1,-1,0.3787878787878788,0.5074626865671642
saturday jun 15,L,DET,CLE,-2,1,0.373134328358209,0.5147058823529411
sunday jun 16,L,DET,CLE,-3,2,0.36764705882352944,0.5217391304347826
monday jun 17,W,TEX,CLE,-1,3,0.5352112676056338,0.5285714285714286
tuesday jun 18,L,TEX,CLE,1,-1,0.5416666666666666,0.5211267605633803
wednesday jun 19,L,TEX,CLE,-1,1,0.5342465753424658,0.5277777777777778
thursday jun 20,W,TEX,CLE,-2,2,0.527027027027027,0.5342465753424658
friday jun 21,W,CLE,DET,-1,-1,0.527027027027027,0.3661971830985916
saturday jun 22,W,CLE,DET,1,-2,0.5333333333333333,0.3611111111111111
sunday jun 23,W,CLE,DET,2,-3,0.5394736842105263,0.3561643835616438
monday jun 24,W,CLE,KCR,3,1,0.5454545454545454,0.3461538461538461
tuesday jun 25,L,CLE,KCR,4,-1,0.5512820512820513,0.34177215189873417
wednesday jun 26,W,CLE,KCR,-1,1,0.5443037974683544,0.35
friday jun 28,W,BAL,CLE,-3,1,0.275,0.55
saturday jun 29,W,BAL,CLE,1,-1,0.2839506172839506,0.5432098765432098
sunday jun 30,L,BAL,CLE,2,-2,0.2926829268292683,0.5365853658536586
tuesday jul 2,L,KCR,CLE,-1,1,0.3411764705882353,0.5421686746987951
wednesday jul 3,L,KCR,CLE,-2,2,0.3372093023255814,0.5476190476190477
thursday jul 4,L,KCR,CLE,-3,3,0.3333333333333333,0.5529411764705883
saturday jul 6,L,CIN,CLE,3,4,0.4823529411764706,0.5581395348837209
sunday jul 7,L,CIN,CLE,-1,5,0.4767441860465117,0.5632183908045977
friday jul 12,L,CLE,MIN,6,-1,0.5681818181818182,0.6292134831460674
saturday jul 13,L,CLE,MIN,-1,1,0.5617977528089888,0.6333333333333333
sunday jul 14,W,CLE,MIN,-2,2,0.5555555555555556,0.6373626373626373
monday jul 15,W,CLE,DET,1,1,0.5604395604395604,0.3258426966292135
tuesday jul 16,W,CLE,DET,2,-1,0.5652173913043478,0.32222222222222224
wednesday jul 17,W,CLE,DET,3,-2,0.5698924731182796,0.31868131868131866
thursday jul 18,W,CLE,DET,4,-3,0.5744680851063829,0.31521739130434784
friday jul 19,W,CLE,KCR,5,4,0.5789473684210527,0.3673469387755102
saturday jul 20,L,CLE,KCR,6,-1,0.5833333333333334,0.3636363636363637
sunday jul 21,W,CLE,KCR,-1,1,0.5773195876288659,0.37
thursday jul 25,L,KCR,CLE,2,1,0.3786407766990291,0.5841584158415841
friday jul 26,L,KCR,CLE,-1,2,0.375,0.5882352941176471
saturday jul 27,L,KCR,CLE,-2,3,0.3714285714285713,0.5922330097087378
sunday jul 28,W,KCR,CLE,-3,4,0.3679245283018868,0.5961538461538461
monday aug 5,L,CLE,TEX,3,4,0.5945945945945946,0.5135135135135135
wednesday aug 7 (1),W,CLE,TEX,-1,5,0.5892857142857143,0.5178571428571429
wednesday aug 7 (2),W,CLE,TEX,1,-1,0.5929203539823009,0.5132743362831859
thursday aug 8,L,MIN,CLE,-2,2,0.6140350877192983,0.5964912280701754
friday aug 9,L,MIN,CLE,-3,3,0.6086956521739131,0.6
saturday aug 10,W,MIN,CLE,-4,4,0.603448275862069,0.603448275862069
sunday aug 11,L,MIN,CLE,1,-1,0.6068376068376068,0.5982905982905983
monday aug 12,W,CLE,BOS,1,-2,0.6016949152542372,0.5206611570247934
tuesday aug 13,L,CLE,BOS,2,-3,0.6050420168067226,0.5163934426229508
wednesday aug 14,L,CLE,BOS,-1,1,0.6,0.5203252032520326
thursday aug 15,L,NYY,CLE,5,-2,0.6639344262295082,0.5950413223140496
friday aug 16,W,NYY,CLE,-1,1,0.6585365853658537,0.5983606557377049
saturday aug 17,W,NYY,CLE,1,-1,0.6612903225806451,0.5934959349593496
sunday aug 18,L,NYY,CLE,2,-2,0.664,0.5887096774193549
tuesday aug 20,W,NYM,CLE,2,1,0.5161290322580645,0.5920000000000001
wednesday aug 21,W,NYM,CLE,3,-1,0.52,0.5873015873015873
thursday aug 22,W,NYM,CLE,4,-2,0.5238095238095238,0.5826771653543307
friday aug 23,W,CLE,KCR,-3,-2,0.578125,0.3515625
saturday aug 24,W,CLE,KCR,1,-3,0.5813953488372093,0.3488372093023256
sunday aug 25,L,CLE,KCR,2,-4,0.5846153846153846,0.3461538461538461
tuesday aug 27,L,DET,CLE,-2,-1,0.3023255813953488,0.5801526717557252
wednesday aug 28,L,DET,CLE,-3,1,0.3,0.5833333333333334
thursday aug 29,L,DET,CLE,-4,2,0.2977099236641221,0.5864661654135338
friday aug 30,W,TBR,CLE,1,3,0.5703703703703704,0.5895522388059702
saturday aug 31,W,TBR,CLE,2,-1,0.5735294117647058,0.5851851851851851
sunday sep 1,W,TBR,CLE,3,-2,0.5766423357664233,0.5808823529411765
monday sep 2,W,CLE,CHW,-3,-6,0.5766423357664233,0.4411764705882353
tuesday sep 3,L,CLE,CHW,1,-7,0.5797101449275363,0.4379562043795621
wednesday sep 4,W,CLE,CHW,-1,1,0.5755395683453237,0.4420289855072464
thursday sep 5,L,CLE,CHW,1,-1,0.5785714285714286,0.4388489208633093
friday sep 6,L,MIN,CLE,1,-1,0.6214285714285714,0.5744680851063829
saturday sep 7,W,MIN,CLE,-1,1,0.6170212765957447,0.5774647887323944
sunday sep 8,L,MIN,CLE,1,-1,0.6197183098591549,0.5734265734265734
saturday sep 14 (1),L,CLE,MIN,4,-2,0.5850340136054422,0.6095890410958904
saturday sep 14 (2),L,CLE,MIN,-1,1,0.581081081081081,0.6122448979591837
sunday sep 15,W,CLE,MIN,-2,2,0.5771812080536913,0.6148648648648649
tuesday sep 17,W,CLE,DET,1,1,0.58,0.30201342281879195
wednesday sep 18,W,CLE,DET,2,-1,0.5827814569536424,0.3
thursday sep 19,W,CLE,DET,3,-2,0.5855263157894737,0.2980132450331126
friday sep 20,W,CLE,PHI,4,-1,0.5882352941176471,0.5165562913907285
saturday sep 21,L,CLE,PHI,5,-2,0.5909090909090909,0.5131578947368421
sunday sep 22,W,CLE,PHI,-1,1,0.5870967741935483,0.5163398692810458
tuesday sep 24,L,CHW,CLE,-1,1,0.4387096774193549,0.5897435897435898
wednesday sep 25,W,CHW,CLE,-2,2,0.4358974358974359,0.5923566878980892
thursday sep 26,W,CHW,CLE,1,-1,0.4394904458598726,0.5886075949367089
friday sep 27,W,WSN,CLE,5,-2,0.5660377358490566,0.5849056603773585
saturday sep 28,W,WSN,CLE,6,-3,0.56875,0.58125
sunday sep 29,W,WSN,CLE,7,-4,0.5714285714285714,0.577639751552795
thursday mar 28,W,SEA,BOS,2,0,0.6666666666666666,0.0
friday mar 29,L,SEA,BOS,3,-1,0.75,0.0
saturday mar 30,W,SEA,BOS,-1,1,0.75,0.5
sunday mar 31,W,SEA,BOS,1,-1,0.8,0.6666666666666666
friday apr 5,W,CHW,SEA,1,4,0.4,0.875
saturday apr 6,L,CHW,SEA,2,-1,0.5,0.7777777777777778
sunday apr 7,L,CHW,SEA,-1,1,0.42857142857142855,0.8
monday apr 8,L,KCR,SEA,-6,2,0.25,0.8181818181818182
tuesday apr 9,L,KCR,SEA,-7,3,0.2222222222222222,0.8333333333333334
wednesday apr 10,L,KCR,SEA,-8,4,0.2,0.8461538461538461
thursday apr 11,L,KCR,SEA,-9,5,0.18181818181818185,0.8571428571428571
tuesday apr 23,W,SDP,SEA,1,-1,0.5217391304347826,0.64
wednesday apr 24,W,SDP,SEA,2,-2,0.5416666666666666,0.6153846153846154
thursday apr 25,W,SEA,TEX,-3,-3,0.5925925925925926,0.5217391304347826
friday apr 26,W,SEA,TEX,1,-4,0.6071428571428571,0.5
saturday apr 27,L,SEA,TEX,2,-5,0.6206896551724138,0.48
sunday apr 28,L,SEA,TEX,-1,1,0.6,0.5
monday may 6,W,NYY,SEA,1,1,0.5757575757575758,0.5277777777777778
tuesday may 7,W,NYY,SEA,2,-1,0.5882352941176471,0.5135135135135135
wednesday may 8,L,NYY,SEA,3,-2,0.6,0.5
thursday may 9,W,NYY,SEA,-1,1,0.5833333333333334,0.5128205128205128
friday may 10,W,BOS,SEA,2,-1,0.5,0.5
saturday may 11,W,BOS,SEA,3,-2,0.5128205128205128,0.4878048780487805
sunday may 12,W,BOS,SEA,4,-3,0.525,0.4761904761904762
thursday may 16,L,SEA,MIN,2,2,0.4888888888888889,0.6428571428571429
friday may 17,L,SEA,MIN,-1,3,0.4782608695652174,0.6511627906976745
saturday may 18,L,SEA,MIN,-2,4,0.4680851063829787,0.6590909090909091
sunday may 19,W,SEA,MIN,-3,5,0.4583333333333333,0.6666666666666666
monday may 20,W,TEX,SEA,1,1,0.4772727272727273,0.4693877551020408
tuesday may 21,W,TEX,SEA,2,-1,0.4888888888888889,0.46
wednesday may 22,W,TEX,SEA,3,-2,0.5,0.4509803921568628
monday may 27,W,SEA,TEX,-6,-2,0.41818181818181815,0.5
