Date,Home_Win,Home,Away,Win Percent Delta,Streak Delta,Run Scored Delta,Run Allowed Delta,Run Delta Delta,Run Delta Percent Delta,Win Total Delta,H_AVG,H_OBP,H_SLG,H_BFW,H_O_AVG,H_O_OBP,H_O_SLG,A_AVG,A_OBP,A_SLG,A_BFW,A_O_AVG,A_O_OBP,A_O_SLG
sunday sep 15,L,ARI,CIN,0.04697986577181207,2,82,30,52,0.07539999999999991,7,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
monday sep 16,W,ARI,MIA,0.15767337807606274,0,195,-45,240,0.3326,24,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
tuesday sep 17,L,ARI,MIA,0.16326710816777046,3,197,-47,244,0.33520000000000005,25,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
wednesday sep 18,W,ARI,MIA,0.1555855698849773,-2,191,-41,232,0.31520000000000004,24,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
friday sep 20,L,SDP,ARI,-0.058823529411764615,-2,-105,37,-142,-0.1942,-9,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
saturday sep 21,L,SDP,ARI,-0.06493506493506501,-4,-114,46,-160,-0.21750000000000005,-10,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
sunday sep 22,W,SDP,ARI,-0.07096774193548377,-6,-116,48,-164,-0.2219,-11,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001
friday sep 27,W,ARI,SDP,0.07547169811320759,5,126,-41,167,0.2198,12,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
saturday sep 28,W,ARI,SDP,0.08125000000000004,7,129,-44,173,0.22640000000000005,13,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
sunday sep 29,W,ARI,SDP,0.08695652173913042,9,130,-45,175,0.2274,14,0.252,0.32299999999999995,0.434,-0.1,0.251,0.32,0.4320000000000001,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
monday apr 1,L,LAD,SFG,0.5,3,37,11,26,1.4546,2,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
tuesday apr 2,W,LAD,SFG,0.2,-2,35,13,22,1.0,1,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
wednesday apr 3,W,LAD,SFG,0.3333333333333333,2,36,12,24,0.8761,2,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
friday apr 5,L,COL,LAD,-0.2857142857142857,-1,-38,-9,-29,-0.9376,-2,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday apr 6,L,COL,LAD,-0.375,-4,-42,-5,-37,-0.9679,-3,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday apr 7,L,COL,LAD,-0.4444444444444445,-6,-47,0,-47,-1.1191,-4,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday apr 15,W,LAD,CIN,0.1722689075630252,2,57,41,16,0.12249999999999985,4,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
tuesday apr 16,W,LAD,CIN,0.22222222222222227,4,58,40,18,0.15559999999999996,5,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
wednesday apr 17,W,LAD,CIN,0.26644736842105265,6,63,35,28,0.3077000000000001,6,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.244,0.315,0.422,-4.2,0.235,0.31,0.41
friday apr 26,W,LAD,PIT,0.07085346215780998,6,71,33,38,0.3540000000000001,4,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
saturday apr 27,W,LAD,PIT,0.1071428571428571,8,75,29,46,0.4153,5,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
sunday apr 28,W,LAD,PIT,0.14068965517241386,10,77,27,50,0.4441,6,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.321,0.42,-4.0,0.268,0.343,0.47
monday apr 29,W,SFG,LAD,-0.2404761904761904,-7,-72,-21,-51,-0.4183999999999999,-8,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday apr 30,L,SFG,LAD,-0.1991101223581757,2,-71,-22,-49,-0.3935,-7,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday may 1,W,SFG,LAD,-0.225,-2,-78,-15,-63,-0.4832,-8,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday may 3,L,SDP,LAD,-0.043560606060606084,2,-56,-16,-40,-0.2915000000000001,-2,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday may 4,L,SDP,LAD,-0.07219251336898402,-2,-57,-15,-42,-0.29999999999999993,-3,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday may 5,W,SDP,LAD,-0.0991596638655462,-4,-58,-14,-44,-0.3015999999999999,-4,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday may 9,L,LAD,WSN,0.2521367521367522,7,49,-25,74,0.4351999999999999,11,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.342,0.454,3.4,0.244,0.314,0.412
friday may 10,W,LAD,WSN,0.21959459459459452,-2,43,-19,62,0.3567,10,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.342,0.454,3.4,0.244,0.314,0.412
saturday may 11,L,LAD,WSN,0.23940949935815145,2,48,-24,72,0.40990000000000015,11,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.342,0.454,3.4,0.244,0.314,0.412
sunday may 12,W,LAD,WSN,0.20879120879120885,-2,45,-21,66,0.3675000000000001,10,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.342,0.454,3.4,0.244,0.314,0.412
tuesday may 14,W,LAD,SDP,0.09132161089052747,2,65,1,64,0.3682,5,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
wednesday may 15,W,LAD,SDP,0.11255411255411253,4,68,-2,70,0.3946000000000001,6,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday may 17,L,CIN,LAD,-0.18989898989899,-1,-53,-26,-27,-0.12240000000000005,-9,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday may 18,W,CIN,LAD,-0.20772946859903385,-5,-59,-20,-39,-0.2023999999999999,-10,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday may 19,L,CIN,LAD,-0.18177613320999075,2,-55,-24,-31,-0.14679999999999982,-9,0.244,0.315,0.422,-4.2,0.235,0.31,0.41,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday may 21,L,TBR,LAD,-0.032196969696969724,-2,-54,-43,-11,0.029700000000000063,-4,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday may 22,W,TBR,LAD,-0.05306122448979589,-4,-58,-39,-19,-0.031199999999999894,-5,0.254,0.325,0.431,-0.5,0.23,0.294,0.386,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday may 24,L,PIT,LAD,-0.10808510638297876,2,-71,33,-104,-0.5021000000000001,-7,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday may 25,L,PIT,LAD,-0.12622549019607845,-2,-79,41,-120,-0.5653999999999999,-8,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday may 26,L,PIT,LAD,-0.14364207221350078,-4,-84,46,-130,-0.6014,-9,0.265,0.321,0.42,-4.0,0.268,0.343,0.47,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday may 27,W,LAD,NYM,0.160377358490566,1,46,-45,91,0.4312999999999999,9,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.257,0.328,0.442,4.9,0.251,0.317,0.418
tuesday may 28,L,LAD,NYM,0.17610062893081765,5,50,-49,99,0.4549,10,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.257,0.328,0.442,4.9,0.251,0.317,0.418
wednesday may 29,W,LAD,NYM,0.15454545454545454,-2,46,-45,91,0.408,9,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.257,0.328,0.442,4.9,0.251,0.317,0.418
thursday may 30,W,LAD,NYM,0.1698051948051948,2,47,-46,93,0.4018000000000001,10,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.257,0.328,0.442,4.9,0.251,0.317,0.418
friday may 31,W,LAD,PHI,0.07738095238095233,3,27,-22,49,0.2297,5,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
saturday jun 1,W,LAD,PHI,0.09346642468239563,5,30,-25,55,0.2530999999999999,6,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
sunday jun 2,W,LAD,PHI,0.10900058445353587,7,31,-26,57,0.2583,7,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453
friday jun 7,W,SFG,LAD,-0.27270361696591205,-1,-104,81,-185,-0.6962,-18,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday jun 8,L,SFG,LAD,-0.25252016129032256,3,-103,80,-183,-0.6844000000000001,-17,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday jun 9,L,SFG,LAD,-0.2642246642246643,-2,-108,85,-193,-0.7114999999999999,-18,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday jun 17,L,LAD,SFG,0.2318840579710145,2,105,-88,193,0.6625000000000001,18,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
tuesday jun 18,W,LAD,SFG,0.2146771037181996,-2,104,-87,191,0.6496999999999999,17,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
wednesday jun 19,W,LAD,SFG,0.2255424438523031,2,113,-96,209,0.7031999999999999,18,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
thursday jun 20,W,LAD,SFG,0.23611111111111105,4,120,-103,223,0.7391,19,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
friday jun 21,W,LAD,COL,0.13051209103840675,0,-25,-129,104,0.40800000000000014,11,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
saturday jun 22,W,LAD,COL,0.14199134199134195,5,-23,-131,108,0.4174,12,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
sunday jun 23,W,LAD,COL,0.15317139001349533,7,-22,-132,110,0.4172,13,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
thursday jun 27,L,COL,LAD,-0.1457317073170732,2,19,124,-105,-0.36950000000000016,-13,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday jun 28,W,COL,LAD,-0.15618027666220435,-2,15,128,-113,-0.3821000000000001,-14,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday jun 29,W,COL,LAD,-0.1422764227642277,2,19,124,-105,-0.34450000000000003,-13,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday jun 30,L,COL,LAD,-0.1287030474840538,4,21,122,-101,-0.32820000000000005,-12,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday jul 4,W,LAD,SDP,0.1820824524312896,7,79,-87,166,0.46799999999999997,17,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday jul 5,L,LAD,SDP,0.1913986826811313,9,83,-91,174,0.4868999999999999,18,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
saturday jul 6,L,LAD,SDP,0.17803030303030293,-2,82,-90,172,0.4778999999999999,17,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
sunday jul 7,L,LAD,SDP,0.16495863686874926,-4,80,-88,168,0.4639000000000001,16,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday jul 12,W,BOS,LAD,-0.10772946859903387,7,29,100,-71,-0.2388999999999999,-11,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday jul 13,L,BOS,LAD,-0.09571074087203113,9,36,93,-57,-0.19600000000000012,-10,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday jul 14,L,BOS,LAD,-0.10545790934320087,-2,27,102,-75,-0.2419,-11,0.269,0.34,0.466,2.9,0.251,0.33,0.431,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday jul 15,L,PHI,LAD,-0.13650254668930395,-1,-50,86,-136,-0.3715,-14,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday jul 16,W,PHI,LAD,-0.1456117021276596,-4,-64,100,-164,-0.4376,-15,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday jul 17,L,PHI,LAD,-0.13369506239826368,2,-63,99,-162,-0.4226,-14,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday jul 18,W,PHI,LAD,-0.14264455782312924,-2,-68,104,-172,-0.4435999999999999,-15,0.246,0.319,0.4270000000000001,-3.0,0.261,0.332,0.453,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday jul 19,W,LAD,MIA,0.2634859230603912,-2,194,-41,235,0.5894000000000001,28,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
saturday jul 20,W,LAD,MIA,0.2710526315789474,2,195,-42,237,0.5923999999999999,29,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
sunday jul 21,W,LAD,MIA,0.2784653465346535,4,199,-46,245,0.6012000000000002,30,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.241,0.298,0.375,-16.6,0.245,0.329,0.435
friday jul 26,L,WSN,LAD,-0.1050150829562595,1,-57,57,-114,-0.3003,-12,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday jul 27,L,WSN,LAD,-0.11363846509477582,-3,-59,59,-118,-0.3084,-13,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday jul 28,W,WSN,LAD,-0.1220972423802612,-5,-65,65,-130,-0.335,-14,0.265,0.342,0.454,3.4,0.244,0.314,0.412,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday jul 29,W,COL,LAD,-0.182595662140716,-1,-12,194,-206,-0.4631000000000001,-20,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday jul 30,L,COL,LAD,-0.17159916926272062,3,-4,186,-190,-0.4227,-19,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday jul 31,L,COL,LAD,-0.17923887189942234,-2,-9,191,-200,-0.4381999999999999,-20,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday aug 1,W,LAD,SDP,0.17816482582837728,3,122,-84,206,0.4634999999999999,21,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
friday aug 2,L,LAD,SDP,0.18568568568568566,5,128,-90,218,0.4857999999999999,22,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
saturday aug 3,W,LAD,SDP,0.1749672346002621,-2,125,-87,212,0.4684000000000002,21,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
sunday aug 4,W,LAD,SDP,0.18238133547868066,2,128,-90,218,0.4794000000000002,22,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
tuesday aug 13,L,MIA,LAD,-0.2822649572649572,-3,-220,91,-311,-0.6387,-35,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday aug 14,L,MIA,LAD,-0.28827566886118505,-5,-234,105,-339,-0.6875000000000001,-36,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday aug 15,W,MIA,LAD,-0.2941865270698443,-7,-242,113,-355,-0.7141000000000001,-37,0.241,0.298,0.375,-16.6,0.245,0.329,0.435,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday aug 23,L,LAD,NYY,0.015503875968992163,7,-42,-126,84,0.2307999999999999,2,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.267,0.339,0.49,11.2,0.248,0.314,0.439
saturday aug 24,W,LAD,NYY,0.007692307692307666,-2,-50,-118,68,0.1934,1,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.267,0.339,0.49,11.2,0.248,0.314,0.439
sunday aug 25,L,LAD,NYY,0.01526717557251911,2,-49,-119,70,0.19689999999999985,2,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.267,0.339,0.49,11.2,0.248,0.314,0.439
monday aug 26,W,SDP,LAD,-0.1863988724453841,2,-148,116,-264,-0.5043,-26,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday aug 27,L,SDP,LAD,-0.17738577212261425,4,-147,115,-262,-0.4970000000000001,-25,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday aug 28,L,SDP,LAD,-0.18360487638145145,-2,-156,124,-280,-0.5277,-26,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
monday sep 2,W,LAD,COL,0.2127515379001147,7,34,-285,319,0.5272,30,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
tuesday sep 3,W,LAD,COL,0.21839671120246665,9,41,-292,333,0.5394,31,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
wednesday sep 4,W,LAD,COL,0.22396149949341448,11,43,-294,337,0.5424,32,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
friday sep 6,L,LAD,SFG,0.1693158953722334,5,174,-125,299,0.5176999999999999,25,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
saturday sep 7,L,LAD,SFG,0.161087139810544,-2,173,-124,297,0.5101000000000001,24,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
sunday sep 8,W,LAD,SFG,0.15297339593114234,-4,172,-123,295,0.5060999999999999,23,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
tuesday sep 10,L,BAL,LAD,-0.3197009886665058,-6,-167,325,-492,-0.7098,-47,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday sep 11,W,BAL,LAD,-0.32439117199391176,-8,-171,329,-500,-0.7169,-48,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday sep 12,L,BAL,LAD,-0.3153178512784425,2,-167,325,-492,-0.6991999999999999,-47,0.246,0.31,0.415,-11.0,0.271,0.342,0.4970000000000001,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday sep 13,L,NYM,LAD,-0.12134394668641245,3,-90,106,-196,-0.3539999999999999,-19,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday sep 14,W,NYM,LAD,-0.12728849929233432,-3,-97,113,-210,-0.3756999999999999,-20,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday sep 15,L,NYM,LAD,-0.11972972972972973,2,-94,110,-204,-0.3639000000000001,-19,0.257,0.328,0.442,4.9,0.251,0.317,0.418,0.257,0.338,0.472,11.2,0.223,0.282,0.379
tuesday sep 17,W,LAD,TBR,0.05298013245033106,2,99,-30,129,0.2325999999999999,8,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
wednesday sep 18,L,LAD,TBR,0.059210526315789484,4,101,-32,133,0.2379,9,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
friday sep 20,W,LAD,COL,0.2091503267973855,1,40,-319,359,0.5375,32,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
saturday sep 21,L,LAD,COL,0.2142857142857144,4,47,-326,373,0.5517,33,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
sunday sep 22,W,LAD,COL,0.20645161290322586,-2,45,-324,369,0.5430999999999999,32,0.257,0.338,0.472,11.2,0.223,0.282,0.379,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
tuesday sep 24,L,SDP,LAD,-0.1923076923076924,0,-186,159,-345,-0.5381000000000001,-30,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
wednesday sep 25,L,SDP,LAD,-0.197452229299363,-3,-189,162,-351,-0.5439,-31,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday sep 26,L,SDP,LAD,-0.20253164556962028,-5,-191,164,-355,-0.5459999999999999,-32,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.257,0.338,0.472,11.2,0.223,0.282,0.379
friday sep 27,L,SFG,LAD,-0.16352201257861634,-2,-190,142,-332,-0.5196,-26,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
saturday sep 28,L,SFG,LAD,-0.16875,-6,-197,149,-346,-0.5376,-27,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
sunday sep 29,L,SFG,LAD,-0.17391304347826084,-8,-199,151,-350,-0.5433000000000001,-28,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.257,0.338,0.472,11.2,0.223,0.282,0.379
thursday mar 28,W,SDP,SFG,0.0,0,0,0,0,0.0,0,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
friday mar 29,W,SDP,SFG,1.0,2,2,-2,4,0.0,1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
saturday mar 30,L,SDP,SFG,1.0,4,5,-5,10,5.8333,2,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
sunday mar 31,W,SDP,SFG,0.3333333333333333,-2,4,-4,8,1.5,1,0.238,0.308,0.41,-8.8,0.251,0.315,0.43,0.239,0.302,0.392,-11.0,0.249,0.318,0.428
friday apr 5,L,SFG,TBR,-0.4285714285714286,-1,-5,13,-18,-1.2917,-3,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
saturday apr 6,W,SFG,TBR,-0.5,-4,-8,16,-24,-1.4217000000000002,-4,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
sunday apr 7,L,SFG,TBR,-0.3333333333333333,2,-6,14,-20,-0.8739999999999999,-3,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.254,0.325,0.431,-0.5,0.23,0.294,0.386
monday apr 8,L,SFG,SDP,-0.3,0,-10,1,-11,-0.3056,-3,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
tuesday apr 9,W,SFG,SDP,-0.3636363636363637,-3,-11,2,-13,-0.3106999999999999,-4,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
wednesday apr 10,L,SFG,SDP,-0.2500000000000001,2,-6,-3,-3,-0.07400000000000008,-3,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.238,0.308,0.41,-8.8,0.251,0.315,0.43
thursday apr 11,W,SFG,COL,0.05769230769230771,4,0,-22,22,0.25780000000000003,1,0.239,0.302,0.392,-11.0,0.249,0.318,0.428,0.265,0.326,0.456,-1.4,0.277,0.348,0.4920000000000001
