Gm#,Home_Game,Date,Tm,Opp,R,RA
52,1,Tuesday May 28,MIA,SFG,11,3
53,1,Wednesday May 29,MIA,SFG,4,2
54,1,Thursday May 30,MIA,SFG,1,3
55,0,Friday May 31,MIA,SDP,2,5
56,0,Saturday Jun 1,MIA,SDP,9,3
57,0,Sunday Jun 2,MIA,SDP,9,3
58,0,Tuesday Jun 4,MIA,MIL,16,0
59,0,Wednesday Jun 5,MIA,MIL,8,3
60,0,Thursday Jun 6,MIA,MIL,1,5
61,1,Friday Jun 7,MIA,ATL,1,7
62,1,Saturday Jun 8,MIA,ATL,0,1
63,1,Sunday Jun 9,MIA,ATL,6,7
64,1,Monday Jun 10,MIA,STL,1,4
65,1,Tuesday Jun 11,MIA,STL,1,7
66,1,Wednesday Jun 12,MIA,STL,9,0
67,1,Friday Jun 14,MIA,PIT,0,11
68,1,Saturday Jun 15,MIA,PIT,4,3
69,1,Sunday Jun 16,MIA,PIT,4,5
70,0,Monday Jun 17,MIA,STL,0,5
71,0,Tuesday Jun 18,MIA,STL,6,0
72,0,Wednesday Jun 19,MIA,STL,1,2
73,0,Thursday Jun 20,MIA,STL,7,6
74,0,Friday Jun 21,MIA,PHI,2,1
75,0,Saturday Jun 22,MIA,PHI,5,3
76,0,Sunday Jun 23,MIA,PHI,6,4
77,1,Tuesday Jun 25,MIA,WSN,1,6
78,1,Wednesday Jun 26,MIA,WSN,5,7
79,1,Thursday Jun 27,MIA,WSN,5,8
80,1,Friday Jun 28,MIA,PHI,6,2
81,1,Saturday Jun 29,MIA,PHI,9,6
82,1,Sunday Jun 30,MIA,PHI,6,13
83,0,Tuesday Jul 2,MIA,WSN,2,3
84,0,Wednesday Jul 3,MIA,WSN,1,3
85,0,Thursday Jul 4,MIA,WSN,2,5
86,0,Friday Jul 5,MIA,ATL,0,1
87,0,Saturday Jul 6,MIA,ATL,5,4
88,0,Sunday Jul 7,MIA,ATL,3,4
89,1,Friday Jul 12,MIA,NYM,8,4
90,1,Saturday Jul 13,MIA,NYM,2,4
91,1,Sunday Jul 14,MIA,NYM,2,6
92,1,Tuesday Jul 16,MIA,SDP,12,7
93,1,Wednesday Jul 17,MIA,SDP,2,3
94,1,Thursday Jul 18,MIA,SDP,4,3
95,0,Friday Jul 19,MIA,LAD,1,2
96,0,Saturday Jul 20,MIA,LAD,6,10
97,0,Sunday Jul 21,MIA,LAD,0,9
98,0,Monday Jul 22,MIA,CHW,1,9
99,0,Tuesday Jul 23,MIA,CHW,5,1
100,0,Wednesday Jul 24,MIA,CHW,2,0
101,1,Friday Jul 26,MIA,ARI,3,2
102,1,Saturday Jul 27,MIA,ARI,2,9
103,1,Sunday Jul 28,MIA,ARI,5,1
104,1,Monday Jul 29,MIA,ARI,11,6
105,1,Tuesday Jul 30,MIA,MIN,1,2
106,1,Wednesday Jul 31,MIA,MIN,4,7
107,1,Thursday Aug 1,MIA,MIN,5,4
108,0,Saturday Aug 3,MIA,TBR,6,8
109,0,Sunday Aug 4,MIA,TBR,2,7
110,0,Monday Aug 5 (1),MIA,NYM,2,6
111,0,Monday Aug 5 (2),MIA,NYM,4,5
112,0,Tuesday Aug 6,MIA,NYM,0,5
113,0,Wednesday Aug 7,MIA,NYM,2,7
114,1,Thursday Aug 8,MIA,ATL,9,2
115,1,Friday Aug 9,MIA,ATL,4,8
116,1,Saturday Aug 10,MIA,ATL,7,6
117,1,Sunday Aug 11,MIA,ATL,4,5
118,1,Tuesday Aug 13,MIA,LAD,1,15
119,1,Wednesday Aug 14,MIA,LAD,1,9
120,1,Thursday Aug 15,MIA,LAD,13,7
121,0,Friday Aug 16,MIA,COL,0,3
122,0,Saturday Aug 17,MIA,COL,4,11
123,0,Sunday Aug 18,MIA,COL,6,7
124,0,Tuesday Aug 20,MIA,ATL,1,5
125,0,Wednesday Aug 21,MIA,ATL,0,5
126,0,Thursday Aug 22,MIA,ATL,2,3
127,1,Friday Aug 23,MIA,PHI,19,11
128,1,Saturday Aug 24,MIA,PHI,3,9
129,1,Sunday Aug 25,MIA,PHI,3,2
130,1,Monday Aug 26,MIA,CIN,3,6
131,1,Tuesday Aug 27,MIA,CIN,5,8
132,1,Wednesday Aug 28,MIA,CIN,0,5
133,1,Thursday Aug 29,MIA,CIN,4,3
134,0,Friday Aug 30,MIA,WSN,6,7
135,0,Saturday Aug 31,MIA,WSN,0,7
136,0,Sunday Sep 1,MIA,WSN,3,9
137,0,Tuesday Sep 3,MIA,PIT,5,4
138,0,Wednesday Sep 4,MIA,PIT,5,6
139,0,Thursday Sep 5,MIA,PIT,10,7
140,1,Friday Sep 6,MIA,KCR,0,3
141,1,Saturday Sep 7,MIA,KCR,2,7
142,1,Sunday Sep 8,MIA,KCR,9,0
143,1,Monday Sep 9,MIA,MIL,3,8
144,1,Tuesday Sep 10,MIA,MIL,3,4
145,1,Wednesday Sep 11,MIA,MIL,5,7
146,1,Thursday Sep 12,MIA,MIL,2,3
147,0,Friday Sep 13,MIA,SFG,0,1
148,0,Saturday Sep 14,MIA,SFG,4,2
149,0,Sunday Sep 15,MIA,SFG,1,2
150,0,Monday Sep 16,MIA,ARI,5,7
151,0,Tuesday Sep 17,MIA,ARI,12,6
152,0,Wednesday Sep 18,MIA,ARI,4,5
153,1,Friday Sep 20,MIA,WSN,4,6
154,1,Saturday Sep 21,MIA,WSN,4,10
155,1,Sunday Sep 22,MIA,WSN,5,3
156,0,Monday Sep 23,MIA,NYM,8,4
157,0,Tuesday Sep 24,MIA,NYM,4,5
158,0,Wednesday Sep 25,MIA,NYM,3,10
159,0,Thursday Sep 26,MIA,NYM,4,2
160,0,Friday Sep 27,MIA,PHI,4,5
161,0,Saturday Sep 28,MIA,PHI,3,9
162,0,Sunday Sep 29,MIA,PHI,4,3
1,0,Thursday Mar 28,NYM,WSN,2,0
2,0,Saturday Mar 30,NYM,WSN,11,8
3,0,Sunday Mar 31,NYM,WSN,5,6
4,0,Monday Apr 1,NYM,MIA,7,3
5,0,Tuesday Apr 2,NYM,MIA,6,5
6,0,Wednesday Apr 3,NYM,MIA,6,4
7,1,Thursday Apr 4,NYM,WSN,0,4
8,1,Saturday Apr 6,NYM,WSN,6,5
9,1,Sunday Apr 7,NYM,WSN,9,12
10,1,Tuesday Apr 9,NYM,MIN,8,14
11,1,Wednesday Apr 10,NYM,MIN,9,6
12,0,Thursday Apr 11,NYM,ATL,6,3
13,0,Friday Apr 12,NYM,ATL,6,2
14,0,Saturday Apr 13,NYM,ATL,7,11
15,0,Sunday Apr 14,NYM,ATL,3,7
16,0,Monday Apr 15,NYM,PHI,7,6
17,0,Tuesday Apr 16,NYM,PHI,3,14
18,0,Wednesday Apr 17,NYM,PHI,2,3
19,0,Friday Apr 19,NYM,STL,5,4
20,0,Saturday Apr 20,NYM,STL,2,10
21,0,Sunday Apr 21,NYM,STL,4,6
22,1,Monday Apr 22,NYM,PHI,5,1
23,1,Tuesday Apr 23,NYM,PHI,9,0
24,1,Wednesday Apr 24,NYM,PHI,0,6
25,1,Friday Apr 26,NYM,MIL,2,10
26,1,Saturday Apr 27,NYM,MIL,6,8
27,1,Sunday Apr 28,NYM,MIL,5,2
28,1,Monday Apr 29,NYM,CIN,4,5
29,1,Tuesday Apr 30,NYM,CIN,4,3
30,1,Wednesday May 1,NYM,CIN,0,1
31,1,Thursday May 2,NYM,CIN,1,0
32,0,Friday May 3,NYM,MIL,1,3
33,0,Saturday May 4,NYM,MIL,3,4
34,0,Sunday May 5,NYM,MIL,2,3
35,0,Monday May 6,NYM,SDP,0,4
36,0,Tuesday May 7,NYM,SDP,7,6
37,0,Wednesday May 8,NYM,SDP,2,3
38,1,Friday May 10,NYM,MIA,11,2
39,1,Saturday May 11,NYM,MIA,4,1
40,0,Tuesday May 14,NYM,WSN,6,2
41,0,Wednesday May 15,NYM,WSN,1,5
42,0,Thursday May 16,NYM,WSN,6,7
43,0,Friday May 17,NYM,MIA,6,8
44,0,Saturday May 18,NYM,MIA,0,2
45,0,Sunday May 19,NYM,MIA,0,3
46,1,Monday May 20,NYM,WSN,5,3
47,1,Tuesday May 21,NYM,WSN,6,5
48,1,Wednesday May 22,NYM,WSN,6,1
49,1,Thursday May 23,NYM,WSN,6,4
50,1,Friday May 24,NYM,DET,8,9
51,1,Saturday May 25,NYM,DET,5,4
52,1,Sunday May 26,NYM,DET,4,3
53,0,Monday May 27,NYM,LAD,5,9
54,0,Tuesday May 28,NYM,LAD,7,3
55,0,Wednesday May 29,NYM,LAD,8,9
56,0,Thursday May 30,NYM,LAD,0,2
57,0,Friday May 31,NYM,ARI,5,4
58,0,Saturday Jun 1,NYM,ARI,5,6
59,0,Sunday Jun 2,NYM,ARI,1,7
60,1,Tuesday Jun 4,NYM,SFG,3,9
61,1,Wednesday Jun 5,NYM,SFG,7,0
62,1,Thursday Jun 6,NYM,SFG,7,3
63,1,Friday Jun 7,NYM,COL,1,5
64,1,Saturday Jun 8,NYM,COL,5,3
65,1,Sunday Jun 9,NYM,COL,6,1
66,0,Tuesday Jun 11 (1),NYM,NYY,5,12
67,0,Tuesday Jun 11 (2),NYM,NYY,10,4
68,1,Thursday Jun 13,NYM,STL,4,5
69,1,Friday Jun 14,NYM,STL,5,9
70,1,Saturday Jun 15,NYM,STL,8,7
71,1,Sunday Jun 16,NYM,STL,3,4
72,0,Monday Jun 17,NYM,ATL,3,12
73,0,Tuesday Jun 18,NYM,ATL,10,2
74,0,Wednesday Jun 19,NYM,ATL,2,7
75,0,Thursday Jun 20,NYM,CHC,4,7
76,0,Friday Jun 21,NYM,CHC,5,4
77,0,Saturday Jun 22,NYM,CHC,10,2
78,0,Sunday Jun 23,NYM,CHC,3,5
79,0,Monday Jun 24,NYM,PHI,7,13
80,0,Tuesday Jun 25,NYM,PHI,5,7
81,0,Wednesday Jun 26,NYM,PHI,4,5
82,0,Thursday Jun 27,NYM,PHI,3,6
83,1,Friday Jun 28,NYM,ATL,2,6
84,1,Saturday Jun 29,NYM,ATL,4,5
85,1,Sunday Jun 30,NYM,ATL,8,5
86,1,Tuesday Jul 2,NYM,NYY,4,2
87,1,Wednesday Jul 3,NYM,NYY,1,5
88,1,Friday Jul 5,NYM,PHI,2,7
89,1,Saturday Jul 6,NYM,PHI,6,5
90,1,Sunday Jul 7,NYM,PHI,3,8
91,0,Friday Jul 12,NYM,MIA,4,8
92,0,Saturday Jul 13,NYM,MIA,4,2
93,0,Sunday Jul 14,NYM,MIA,6,2
94,0,Tuesday Jul 16,NYM,MIN,3,2
95,0,Wednesday Jul 17,NYM,MIN,14,4
96,0,Thursday Jul 18,NYM,SFG,2,3
97,0,Friday Jul 19,NYM,SFG,0,1
98,0,Saturday Jul 20,NYM,SFG,11,4
99,0,Sunday Jul 21,NYM,SFG,2,3
100,1,Tuesday Jul 23,NYM,SDP,5,2
101,1,Wednesday Jul 24,NYM,SDP,2,7
102,1,Thursday Jul 25,NYM,SDP,4,0
103,1,Friday Jul 26,NYM,PIT,6,3
104,1,Saturday Jul 27,NYM,PIT,3,0
105,1,Sunday Jul 28,NYM,PIT,8,7
106,0,Tuesday Jul 30,NYM,CHW,5,2
107,0,Wednesday Jul 31,NYM,CHW,4,2
108,0,Thursday Aug 1,NYM,CHW,4,0
109,0,Friday Aug 2,NYM,PIT,4,8
110,0,Saturday Aug 3,NYM,PIT,7,5
111,0,Sunday Aug 4,NYM,PIT,13,2
112,1,Monday Aug 5 (1),NYM,MIA,6,2
113,1,Monday Aug 5 (2),NYM,MIA,5,4
114,1,Tuesday Aug 6,NYM,MIA,5,0
115,1,Wednesday Aug 7,NYM,MIA,7,2
116,1,Friday Aug 9,NYM,WSN,7,6
117,1,Saturday Aug 10,NYM,WSN,4,3
118,1,Sunday Aug 11,NYM,WSN,4,7
119,0,Tuesday Aug 13,NYM,ATL,3,5
120,0,Wednesday Aug 14,NYM,ATL,4,6
121,0,Thursday Aug 15,NYM,ATL,10,8
122,0,Friday Aug 16,NYM,KCR,1,4
123,0,Saturday Aug 17,NYM,KCR,4,1
124,0,Sunday Aug 18,NYM,KCR,11,5
125,1,Tuesday Aug 20,NYM,CLE,9,2
126,1,Wednesday Aug 21,NYM,CLE,4,3
127,1,Thursday Aug 22,NYM,CLE,2,0
128,1,Friday Aug 23,NYM,ATL,1,2
129,1,Saturday Aug 24,NYM,ATL,5,9
130,1,Sunday Aug 25,NYM,ATL,1,2
131,1,Tuesday Aug 27,NYM,CHC,2,5
132,1,Wednesday Aug 28,NYM,CHC,7,10
133,1,Thursday Aug 29,NYM,CHC,1,4
134,0,Friday Aug 30,NYM,PHI,11,5
135,0,Saturday Aug 31,NYM,PHI,6,3
136,0,Sunday Sep 1,NYM,PHI,2,5
137,0,Monday Sep 2,NYM,WSN,7,3
138,0,Tuesday Sep 3,NYM,WSN,10,11
139,0,Wednesday Sep 4,NYM,WSN,8,4
140,1,Friday Sep 6,NYM,PHI,5,4
141,1,Saturday Sep 7,NYM,PHI,0,5
142,1,Sunday Sep 8,NYM,PHI,7,10
143,1,Monday Sep 9,NYM,ARI,3,1
144,1,Tuesday Sep 10,NYM,ARI,3,2
145,1,Wednesday Sep 11,NYM,ARI,9,0
146,1,Thursday Sep 12,NYM,ARI,11,1
147,1,Friday Sep 13,NYM,LAD,2,9
148,1,Saturday Sep 14,NYM,LAD,3,0
149,1,Sunday Sep 15,NYM,LAD,2,3
150,0,Monday Sep 16,NYM,COL,4,9
151,0,Tuesday Sep 17,NYM,COL,6,1
152,0,Wednesday Sep 18,NYM,COL,7,4
153,0,Friday Sep 20,NYM,CIN,8,1
154,0,Saturday Sep 21,NYM,CIN,2,3
155,0,Sunday Sep 22,NYM,CIN,6,3
156,1,Monday Sep 23,NYM,MIA,4,8
157,1,Tuesday Sep 24,NYM,MIA,5,4
158,1,Wednesday Sep 25,NYM,MIA,10,3
159,1,Thursday Sep 26,NYM,MIA,2,4
160,1,Friday Sep 27,NYM,ATL,4,2
161,1,Saturday Sep 28,NYM,ATL,3,0
162,1,Sunday Sep 29,NYM,ATL,7,6
1,1,Thursday Mar 28,WSN,NYM,0,2
2,1,Saturday Mar 30,WSN,NYM,8,11
3,1,Sunday Mar 31,WSN,NYM,6,5
4,1,Tuesday Apr 2,WSN,PHI,2,8
5,1,Wednesday Apr 3,WSN,PHI,9,8
6,0,Thursday Apr 4,WSN,NYM,4,0
7,0,Saturday Apr 6,WSN,NYM,5,6
8,0,Sunday Apr 7,WSN,NYM,12,9
9,0,Monday Apr 8,WSN,PHI,3,4
10,0,Tuesday Apr 9,WSN,PHI,10,6
11,0,Wednesday Apr 10,WSN,PHI,15,1
12,1,Friday Apr 12,WSN,PIT,3,6
13,1,Saturday Apr 13,WSN,PIT,3,2
14,1,Sunday Apr 14,WSN,PIT,3,4
15,1,Tuesday Apr 16,WSN,SFG,3,7
16,1,Wednesday Apr 17,WSN,SFG,9,6
17,1,Thursday Apr 18,WSN,SFG,4,2
18,0,Friday Apr 19,WSN,MIA,2,3
19,0,Saturday Apr 20,WSN,MIA,3,9
20,0,Sunday Apr 21,WSN,MIA,5,0
21,0,Monday Apr 22,WSN,COL,5,7
22,0,Tuesday Apr 23,WSN,COL,6,3
23,0,Wednesday Apr 24,WSN,COL,5,9
24,1,Friday Apr 26,WSN,SDP,3,4
25,1,Saturday Apr 27,WSN,SDP,3,8
26,1,Sunday Apr 28,WSN,SDP,7,6
27,1,Monday Apr 29,WSN,STL,3,6
28,1,Tuesday Apr 30,WSN,STL,2,3
29,1,Wednesday May 1,WSN,STL,1,5
30,1,Thursday May 2,WSN,STL,2,1
31,0,Friday May 3,WSN,PHI,2,4
32,0,Saturday May 4,WSN,PHI,10,8
33,0,Sunday May 5,WSN,PHI,1,7
34,0,Monday May 6,WSN,MIL,3,5
35,0,Tuesday May 7,WSN,MIL,0,6
36,0,Wednesday May 8,WSN,MIL,3,7
37,0,Thursday May 9,WSN,LAD,6,0
38,0,Friday May 10,WSN,LAD,0,5
39,0,Saturday May 11,WSN,LAD,5,2
40,0,Sunday May 12,WSN,LAD,0,6
41,1,Tuesday May 14,WSN,NYM,2,6
42,1,Wednesday May 15,WSN,NYM,5,1
43,1,Thursday May 16,WSN,NYM,7,6
44,1,Friday May 17,WSN,CHC,6,14
45,1,Saturday May 18,WSN,CHC,5,2
46,1,Sunday May 19,WSN,CHC,5,6
47,0,Monday May 20,WSN,NYM,3,5
48,0,Tuesday May 21,WSN,NYM,5,6
49,0,Wednesday May 22,WSN,NYM,1,6
50,0,Thursday May 23,WSN,NYM,4,6
51,1,Friday May 24,WSN,MIA,12,10
52,1,Saturday May 25,WSN,MIA,5,0
53,1,Sunday May 26,WSN,MIA,9,6
54,1,Monday May 27,WSN,MIA,2,3
55,0,Tuesday May 28,WSN,ATL,5,4
56,0,Wednesday May 29,WSN,ATL,14,4
57,0,Friday May 31,WSN,CIN,3,9
58,0,Saturday Jun 1,WSN,CIN,5,2
59,0,Sunday Jun 2,WSN,CIN,4,1
60,1,Tuesday Jun 4,WSN,CHW,9,5
61,1,Wednesday Jun 5,WSN,CHW,6,4
62,0,Thursday Jun 6,WSN,SDP,4,5
63,0,Friday Jun 7,WSN,SDP,4,5
64,0,Saturday Jun 8,WSN,SDP,4,1
65,0,Sunday Jun 9,WSN,SDP,5,2
66,0,Monday Jun 10,WSN,CHW,12,1
67,0,Tuesday Jun 11,WSN,CHW,5,7
68,1,Thursday Jun 13,WSN,ARI,0,5
69,1,Friday Jun 14,WSN,ARI,7,3
70,1,Saturday Jun 15,WSN,ARI,3,10
71,1,Sunday Jun 16,WSN,ARI,15,5
72,1,Wednesday Jun 19 (1),WSN,PHI,6,2
73,1,Wednesday Jun 19 (2),WSN,PHI,2,0
74,1,Thursday Jun 20,WSN,PHI,7,4
75,1,Friday Jun 21,WSN,ATL,4,3
76,1,Saturday Jun 22,WSN,ATL,9,13
77,1,Sunday Jun 23,WSN,ATL,3,4
78,0,Tuesday Jun 25,WSN,MIA,6,1
79,0,Wednesday Jun 26,WSN,MIA,7,5
80,0,Thursday Jun 27,WSN,MIA,8,5
81,0,Friday Jun 28,WSN,DET,3,1
82,0,Saturday Jun 29,WSN,DET,5,7
83,0,Sunday Jun 30,WSN,DET,2,1
84,1,Tuesday Jul 2,WSN,MIA,3,2
85,1,Wednesday Jul 3,WSN,MIA,3,1
86,1,Thursday Jul 4,WSN,MIA,5,2
87,1,Friday Jul 5,WSN,KCR,4,7
88,1,Saturday Jul 6,WSN,KCR,6,0
89,1,Sunday Jul 7,WSN,KCR,5,2
90,0,Friday Jul 12,WSN,PHI,4,0
91,0,Saturday Jul 13,WSN,PHI,4,3
92,0,Sunday Jul 14,WSN,PHI,3,4
93,0,Tuesday Jul 16,WSN,BAL,8,1
94,0,Wednesday Jul 17,WSN,BAL,2,9
95,0,Thursday Jul 18,WSN,ATL,13,4
96,0,Friday Jul 19,WSN,ATL,3,4
97,0,Saturday Jul 20,WSN,ATL,5,3
98,0,Sunday Jul 21,WSN,ATL,1,7
99,1,Tuesday Jul 23,WSN,COL,11,1
100,1,Wednesday Jul 24 (1),WSN,COL,3,2
101,1,Wednesday Jul 24 (2),WSN,COL,2,0
102,1,Thursday Jul 25,WSN,COL,7,8
103,1,Friday Jul 26,WSN,LAD,2,4
104,1,Saturday Jul 27,WSN,LAD,3,9
105,1,Sunday Jul 28,WSN,LAD,11,4
106,1,Monday Jul 29,WSN,ATL,6,3
107,1,Tuesday Jul 30,WSN,ATL,8,11
108,1,Wednesday Jul 31,WSN,ATL,4,5
109,0,Friday Aug 2,WSN,ARI,3,0
110,0,Saturday Aug 3,WSN,ARI,7,18
111,0,Sunday Aug 4,WSN,ARI,5,7
112,0,Monday Aug 5,WSN,SFG,4,0
113,0,Tuesday Aug 6,WSN,SFG,5,3
114,0,Wednesday Aug 7,WSN,SFG,4,1
115,0,Friday Aug 9,WSN,NYM,6,7
116,0,Saturday Aug 10,WSN,NYM,3,4
117,0,Sunday Aug 11,WSN,NYM,7,4
118,1,Monday Aug 12,WSN,CIN,7,6
119,1,Tuesday Aug 13,WSN,CIN,3,1
120,1,Wednesday Aug 14,WSN,CIN,17,7
121,1,Friday Aug 16,WSN,MIL,2,1
122,1,Saturday Aug 17,WSN,MIL,14,15
123,1,Sunday Aug 18,WSN,MIL,16,8
124,0,Monday Aug 19,WSN,PIT,13,0
125,0,Tuesday Aug 20,WSN,PIT,1,4
126,0,Wednesday Aug 21,WSN,PIT,11,1
127,0,Thursday Aug 22,WSN,PIT,7,1
128,0,Friday Aug 23,WSN,CHC,9,3
129,0,Saturday Aug 24,WSN,CHC,7,2
130,0,Sunday Aug 25,WSN,CHC,7,5
131,1,Tuesday Aug 27,WSN,BAL,0,2
132,1,Wednesday Aug 28,WSN,BAL,8,4
133,1,Friday Aug 30,WSN,MIA,7,6
134,1,Saturday Aug 31,WSN,MIA,7,0
135,1,Sunday Sep 1,WSN,MIA,9,3
136,1,Monday Sep 2,WSN,NYM,3,7
137,1,Tuesday Sep 3,WSN,NYM,11,10
138,1,Wednesday Sep 4,WSN,NYM,4,8
139,0,Thursday Sep 5,WSN,ATL,2,4
140,0,Friday Sep 6,WSN,ATL,3,4
141,0,Saturday Sep 7,WSN,ATL,4,5
142,0,Sunday Sep 8,WSN,ATL,9,4
143,0,Tuesday Sep 10,WSN,MIN,0,5
144,0,Wednesday Sep 11,WSN,MIN,6,2
145,0,Thursday Sep 12,WSN,MIN,12,6
146,1,Friday Sep 13,WSN,ATL,0,5
147,1,Saturday Sep 14,WSN,ATL,1,10
148,1,Sunday Sep 15,WSN,ATL,7,0
149,0,Monday Sep 16,WSN,STL,2,4
150,0,Tuesday Sep 17,WSN,STL,6,2
151,0,Wednesday Sep 18,WSN,STL,1,5
152,0,Friday Sep 20,WSN,MIA,6,4
153,0,Saturday Sep 21,WSN,MIA,10,4
154,0,Sunday Sep 22,WSN,MIA,3,5
155,1,Monday Sep 23,WSN,PHI,7,2
156,1,Tuesday Sep 24 (1),WSN,PHI,4,1
157,1,Tuesday Sep 24 (2),WSN,PHI,6,5
158,1,Wednesday Sep 25,WSN,PHI,5,2
159,1,Thursday Sep 26,WSN,PHI,6,3
160,1,Friday Sep 27,WSN,CLE,8,2
161,1,Saturday Sep 28,WSN,CLE,10,7
162,1,Sunday Sep 29,WSN,CLE,8,2
1,0,"Thursday, Mar 28",BAL,NYY,2,7
2,0,"Saturday, Mar 30",BAL,NYY,5,3
3,0,"Sunday, Mar 31",BAL,NYY,7,5
4,0,"Monday, Apr 1",BAL,TOR,6,5
5,0,"Tuesday, Apr 2",BAL,TOR,2,1
6,0,"Wednesday, Apr 3",BAL,TOR,3,5
7,1,"Thursday, Apr 4",BAL,NYY,4,8
8,1,"Saturday, Apr 6",BAL,NYY,4,6
9,1,"Sunday, Apr 7",BAL,NYY,3,15
10,1,"Monday, Apr 8",BAL,OAK,12,4
11,1,"Tuesday, Apr 9",BAL,OAK,2,13
12,1,"Wednesday, Apr 10",BAL,OAK,3,10
13,1,"Thursday, Apr 11",BAL,OAK,5,8
14,0,"Friday, Apr 12",BAL,BOS,4,6
15,0,"Saturday, Apr 13",BAL,BOS,9,5
16,0,"Sunday, Apr 14",BAL,BOS,0,4
17,0,"Monday, Apr 15",BAL,BOS,8,1
18,0,"Tuesday, Apr 16",BAL,TBR,2,4
19,0,"Wednesday, Apr 17",BAL,TBR,1,8
20,0,"Thursday, Apr 18",BAL,TBR,6,5
21,1,"Saturday, Apr 20 (1)",BAL,MIN,5,6
22,1,"Saturday, Apr 20 (2)",BAL,MIN,7,16
23,1,"Sunday, Apr 21",BAL,MIN,3,4
24,1,"Monday, Apr 22",BAL,CHW,2,12
25,1,"Tuesday, Apr 23",BAL,CHW,9,1
26,1,"Wednesday, Apr 24",BAL,CHW,4,3
27,0,"Friday, Apr 26",BAL,MIN,1,6
28,0,"Saturday, Apr 27",BAL,MIN,2,9
29,0,"Sunday, Apr 28",BAL,MIN,1,4
30,0,"Monday, Apr 29",BAL,CHW,3,5
31,0,"Wednesday, May 1 (1)",BAL,CHW,5,4
32,0,"Wednesday, May 1 (2)",BAL,CHW,6,7
33,1,"Friday, May 3",BAL,TBR,0,7
34,1,"Saturday, May 4",BAL,TBR,3,0
35,1,"Monday, May 6",BAL,BOS,4,1
36,1,"Tuesday, May 7",BAL,BOS,5,8
37,1,"Wednesday, May 8",BAL,BOS,1,2
38,1,"Friday, May 10",BAL,LAA,3,8
39,1,"Saturday, May 11",BAL,LAA,2,7
40,1,"Sunday, May 12",BAL,LAA,5,1
41,0,"Wednesday, May 15 (1)",BAL,NYY,3,5
42,0,"Wednesday, May 15 (2)",BAL,NYY,1,3
43,0,"Thursday, May 16",BAL,CLE,7,14
44,0,"Friday, May 17",BAL,CLE,5,1
45,0,"Saturday, May 18",BAL,CLE,1,4
46,0,"Sunday, May 19",BAL,CLE,0,10
47,1,"Monday, May 20",BAL,NYY,7,10
48,1,"Tuesday, May 21",BAL,NYY,4,11
49,1,"Wednesday, May 22",BAL,NYY,5,7
50,1,"Thursday, May 23",BAL,NYY,5,6
51,0,"Friday, May 24",BAL,COL,6,8
52,0,"Saturday, May 25",BAL,COL,9,6
53,0,"Sunday, May 26",BAL,COL,7,8
54,1,"Monday, May 27",BAL,DET,5,3
55,1,"Tuesday, May 28",BAL,DET,0,3
56,1,"Wednesday, May 29",BAL,DET,2,4
57,1,"Friday, May 31",BAL,SFG,9,6
58,1,"Saturday, Jun 1",BAL,SFG,2,8
59,1,"Sunday, Jun 2",BAL,SFG,1,8
60,0,"Tuesday, Jun 4",BAL,TEX,12,11
61,0,"Wednesday, Jun 5",BAL,TEX,1,2
62,0,"Thursday, Jun 6",BAL,TEX,3,4
63,0,"Friday, Jun 7",BAL,HOU,3,4
64,0,"Saturday, Jun 8",BAL,HOU,4,1
65,0,"Sunday, Jun 9",BAL,HOU,0,4
66,1,"Tuesday, Jun 11",BAL,TOR,4,2
67,1,"Wednesday, Jun 12",BAL,TOR,6,8
68,1,"Thursday, Jun 13",BAL,TOR,3,12
69,1,"Friday, Jun 14",BAL,BOS,2,13
70,1,"Saturday, Jun 15",BAL,BOS,2,7
71,1,"Sunday, Jun 16",BAL,BOS,6,8
72,0,"Monday, Jun 17",BAL,OAK,2,3
73,0,"Tuesday, Jun 18",BAL,OAK,2,16
74,0,"Wednesday, Jun 19",BAL,OAK,3,8
75,0,"Thursday, Jun 20",BAL,SEA,2,5
76,0,"Friday, Jun 21",BAL,SEA,9,10
77,0,"Saturday, Jun 22",BAL,SEA,8,4
78,0,"Sunday, Jun 23",BAL,SEA,3,13
79,1,"Tuesday, Jun 25",BAL,SDP,3,8
80,1,"Wednesday, Jun 26",BAL,SDP,5,10
81,1,"Friday, Jun 28",BAL,CLE,13,0
82,1,"Saturday, Jun 29",BAL,CLE,13,0
83,1,"Sunday, Jun 30",BAL,CLE,0,2
84,0,"Monday, Jul 1",BAL,TBR,3,6
85,0,"Tuesday, Jul 2",BAL,TBR,3,6
86,0,"Wednesday, Jul 3",BAL,TBR,9,6
87,0,"Friday, Jul 5",BAL,TOR,4,1
88,0,"Saturday, Jul 6",BAL,TOR,8,1
89,0,"Sunday, Jul 7",BAL,TOR,1,6
90,1,"Friday, Jul 12",BAL,TBR,4,16
91,1,"Saturday, Jul 13 (1)",BAL,TBR,2,1
92,1,"Saturday, Jul 13 (2)",BAL,TBR,4,12
93,1,"Sunday, Jul 14",BAL,TBR,1,4
94,1,"Tuesday, Jul 16",BAL,WSN,1,8
95,1,"Wednesday, Jul 17",BAL,WSN,9,2
96,1,"Friday, Jul 19",BAL,BOS,11,2
97,1,"Saturday, Jul 20",BAL,BOS,6,17
98,1,"Sunday, Jul 21",BAL,BOS,5,0
99,0,"Monday, Jul 22",BAL,ARI,3,6
