Gm#,Home_Game,Date,Tm,Opp,R,RA
118,0,Wednesday Aug 14,STL,KCR,6,0
119,0,Thursday Aug 15,STL,CIN,1,2
120,0,Friday Aug 16,STL,CIN,13,4
121,0,Saturday Aug 17,STL,CIN,1,6
122,0,Sunday Aug 18,STL,CIN,5,4
123,1,Monday Aug 19,STL,MIL,3,0
124,1,Tuesday Aug 20,STL,MIL,9,4
125,1,Wednesday Aug 21,STL,MIL,3,5
126,1,Thursday Aug 22,STL,COL,6,5
127,1,Friday Aug 23,STL,COL,8,3
128,1,Saturday Aug 24,STL,COL,6,0
129,1,Sunday Aug 25,STL,COL,11,4
130,0,Monday Aug 26,STL,MIL,12,2
131,0,Tuesday Aug 27,STL,MIL,6,3
132,0,Wednesday Aug 28,STL,MIL,1,4
133,1,Saturday Aug 31 (1),STL,CIN,10,6
134,1,Saturday Aug 31 (2),STL,CIN,3,2
135,1,Sunday Sep 1 (1),STL,CIN,4,3
136,1,Sunday Sep 1 (2),STL,CIN,3,5
137,1,Monday Sep 2,STL,SFG,3,1
138,1,Tuesday Sep 3,STL,SFG,1,0
139,1,Wednesday Sep 4,STL,SFG,8,9
140,1,Thursday Sep 5,STL,SFG,10,0
141,0,Friday Sep 6,STL,PIT,4,9
142,0,Saturday Sep 7,STL,PIT,10,1
143,0,Sunday Sep 8,STL,PIT,2,0
144,0,Tuesday Sep 10,STL,COL,1,2
145,0,Wednesday Sep 11,STL,COL,1,2
146,0,Thursday Sep 12,STL,COL,10,3
147,1,Friday Sep 13,STL,MIL,10,0
148,1,Saturday Sep 14,STL,MIL,2,5
149,1,Sunday Sep 15,STL,MIL,6,7
150,1,Monday Sep 16,STL,WSN,4,2
151,1,Tuesday Sep 17,STL,WSN,2,6
152,1,Wednesday Sep 18,STL,WSN,5,1
153,0,Thursday Sep 19,STL,CHC,5,4
154,0,Friday Sep 20,STL,CHC,2,1
155,0,Saturday Sep 21,STL,CHC,9,8
156,0,Sunday Sep 22,STL,CHC,3,2
157,0,Monday Sep 23,STL,ARI,9,7
158,0,Tuesday Sep 24,STL,ARI,2,3
159,0,Wednesday Sep 25,STL,ARI,7,9
160,1,Friday Sep 27,STL,CHC,2,8
161,1,Saturday Sep 28,STL,CHC,6,8
162,1,Sunday Sep 29,STL,CHC,9,0
1,0,"Thursday, Mar 28",CHC,TEX,12,4
2,0,"Saturday, Mar 30",CHC,TEX,6,8
3,0,"Sunday, Mar 31",CHC,TEX,10,11
4,0,"Monday, Apr 1",CHC,ATL,0,8
5,0,"Wednesday, Apr 3",CHC,ATL,4,6
6,0,"Thursday, Apr 4",CHC,ATL,4,9
7,0,"Friday, Apr 5",CHC,MIL,10,13
8,0,"Saturday, Apr 6",CHC,MIL,14,8
9,0,"Sunday, Apr 7",CHC,MIL,2,4
10,1,"Monday, Apr 8",CHC,PIT,10,0
11,1,"Wednesday, Apr 10",CHC,PIT,2,5
12,1,"Thursday, Apr 11",CHC,PIT,2,0
13,1,"Friday, Apr 12",CHC,LAA,5,1
14,1,"Saturday, Apr 13",CHC,LAA,5,6
15,0,"Monday, Apr 15",CHC,MIA,7,2
16,0,"Tuesday, Apr 16",CHC,MIA,4,0
17,0,"Wednesday, Apr 17",CHC,MIA,6,0
18,1,"Friday, Apr 19",CHC,ARI,5,1
19,1,"Saturday, Apr 20",CHC,ARI,0,6
20,1,"Sunday, Apr 21",CHC,ARI,2,1
21,1,"Tuesday, Apr 23",CHC,LAD,7,2
22,1,"Wednesday, Apr 24",CHC,LAD,7,6
23,1,"Thursday, Apr 25",CHC,LAD,1,2
24,0,"Friday, Apr 26",CHC,ARI,3,8
25,0,"Saturday, Apr 27",CHC,ARI,9,1
26,0,"Sunday, Apr 28",CHC,ARI,6,5
27,0,"Tuesday, Apr 30",CHC,SEA,6,5
28,0,"Wednesday, May 1",CHC,SEA,11,0
29,1,"Friday, May 3",CHC,STL,4,0
30,1,"Saturday, May 4",CHC,STL,6,5
31,1,"Sunday, May 5",CHC,STL,13,5
32,1,"Monday, May 6",CHC,MIA,5,6
33,1,"Tuesday, May 7",CHC,MIA,5,2
34,1,"Wednesday, May 8",CHC,MIA,3,2
35,1,"Thursday, May 9",CHC,MIA,4,1
36,1,"Friday, May 10",CHC,MIL,0,7
37,1,"Saturday, May 11",CHC,MIL,2,1
38,1,"Sunday, May 12",CHC,MIL,4,1
39,0,"Tuesday, May 14",CHC,CIN,3,1
40,0,"Wednesday, May 15",CHC,CIN,5,6
41,0,"Thursday, May 16",CHC,CIN,2,4
42,0,"Friday, May 17",CHC,WSN,14,6
43,0,"Saturday, May 18",CHC,WSN,2,5
44,0,"Sunday, May 19",CHC,WSN,6,5
45,1,"Monday, May 20",CHC,PHI,4,5
46,1,"Tuesday, May 21",CHC,PHI,3,2
47,1,"Wednesday, May 22",CHC,PHI,8,4
48,1,"Thursday, May 23",CHC,PHI,7,9
49,1,"Friday, May 24",CHC,CIN,5,6
50,1,"Saturday, May 25",CHC,CIN,8,6
51,1,"Sunday, May 26",CHC,CIN,2,10
52,0,"Monday, May 27",CHC,HOU,5,6
53,0,"Tuesday, May 28",CHC,HOU,6,9
54,0,"Wednesday, May 29",CHC,HOU,2,1
55,0,"Friday, May 31",CHC,STL,1,2
56,0,"Saturday, Jun 1",CHC,STL,4,7
57,0,"Sunday, Jun 2",CHC,STL,1,2
58,1,"Monday, Jun 3",CHC,LAA,8,1
59,1,"Tuesday, Jun 4",CHC,COL,6,3
60,1,"Wednesday, Jun 5",CHC,COL,9,8
61,1,"Thursday, Jun 6",CHC,COL,1,3
62,1,"Friday, Jun 7",CHC,STL,3,1
63,1,"Saturday, Jun 8",CHC,STL,9,4
64,1,"Sunday, Jun 9",CHC,STL,5,1
65,0,"Monday, Jun 10",CHC,COL,5,6
66,0,"Tuesday, Jun 11",CHC,COL,3,10
67,0,"Wednesday, Jun 12",CHC,COL,10,1
68,0,"Thursday, Jun 13",CHC,LAD,3,7
69,0,"Friday, Jun 14",CHC,LAD,3,5
70,0,"Saturday, Jun 15",CHC,LAD,2,1
71,0,"Sunday, Jun 16",CHC,LAD,2,3
72,1,"Tuesday, Jun 18",CHC,CHW,1,3
73,1,"Wednesday, Jun 19",CHC,CHW,7,3
74,1,"Thursday, Jun 20",CHC,NYM,7,4
75,1,"Friday, Jun 21",CHC,NYM,4,5
76,1,"Saturday, Jun 22",CHC,NYM,2,10
77,1,"Sunday, Jun 23",CHC,NYM,5,3
78,1,"Monday, Jun 24",CHC,ATL,8,3
79,1,"Tuesday, Jun 25",CHC,ATL,2,3
80,1,"Wednesday, Jun 26",CHC,ATL,3,5
81,1,"Thursday, Jun 27",CHC,ATL,9,7
82,0,"Friday, Jun 28",CHC,CIN,3,6
83,0,"Saturday, Jun 29",CHC,CIN,6,0
84,0,"Sunday, Jun 30",CHC,CIN,6,8
85,0,"Monday, Jul 1",CHC,PIT,5,18
86,0,"Tuesday, Jul 2",CHC,PIT,1,5
87,0,"Wednesday, Jul 3",CHC,PIT,5,6
88,0,"Thursday, Jul 4",CHC,PIT,11,3
89,0,"Saturday, Jul 6",CHC,CHW,6,3
90,0,"Sunday, Jul 7",CHC,CHW,1,3
91,1,"Friday, Jul 12",CHC,PIT,4,3
92,1,"Saturday, Jul 13",CHC,PIT,10,4
93,1,"Sunday, Jul 14",CHC,PIT,8,3
94,1,"Monday, Jul 15",CHC,CIN,3,6
95,1,"Tuesday, Jul 16",CHC,CIN,4,3
96,1,"Wednesday, Jul 17",CHC,CIN,5,2
97,1,"Friday, Jul 19",CHC,SDP,6,5
98,1,"Saturday, Jul 20",CHC,SDP,6,5
99,1,"Sunday, Jul 21",CHC,SDP,1,5
100,0,"Monday, Jul 22",CHC,SFG,4,5
101,0,"Tuesday, Jul 23",CHC,SFG,4,5
102,0,"Wednesday, Jul 24",CHC,SFG,4,1
103,0,"Friday, Jul 26",CHC,MIL,2,3
104,0,"Saturday, Jul 27",CHC,MIL,3,5
105,0,"Sunday, Jul 28",CHC,MIL,11,4
106,0,"Tuesday, Jul 30",CHC,STL,1,2
107,0,"Wednesday, Jul 31",CHC,STL,2,0
108,0,"Thursday, Aug 1",CHC,STL,0,8
109,1,"Friday, Aug 2",CHC,MIL,6,2
110,1,"Saturday, Aug 3",CHC,MIL,4,1
111,1,"Sunday, Aug 4",CHC,MIL,7,2
112,1,"Monday, Aug 5",CHC,OAK,6,5
113,1,"Tuesday, Aug 6",CHC,OAK,4,11
114,1,"Wednesday, Aug 7",CHC,OAK,10,1
115,0,"Thursday, Aug 8",CHC,CIN,12,5
116,0,"Friday, Aug 9",CHC,CIN,2,5
117,0,"Saturday, Aug 10",CHC,CIN,1,10
118,0,"Sunday, Aug 11",CHC,CIN,6,3
119,0,"Tuesday, Aug 13",CHC,PHI,2,4
120,0,"Wednesday, Aug 14",CHC,PHI,1,11
121,0,"Thursday, Aug 15",CHC,PHI,5,7
122,0,"Friday, Aug 16",CHC,PIT,2,3
123,0,"Saturday, Aug 17",CHC,PIT,2,0
124,0,"Sunday, Aug 18",CHC,PIT,7,1
125,1,"Tuesday, Aug 20",CHC,SFG,5,3
126,1,"Wednesday, Aug 21",CHC,SFG,12,11
127,1,"Thursday, Aug 22",CHC,SFG,1,0
128,1,"Friday, Aug 23",CHC,WSN,3,9
129,1,"Saturday, Aug 24",CHC,WSN,2,7
130,1,"Sunday, Aug 25",CHC,WSN,5,7
131,0,"Tuesday, Aug 27",CHC,NYM,5,2
132,0,"Wednesday, Aug 28",CHC,NYM,10,7
133,0,"Thursday, Aug 29",CHC,NYM,4,1
134,1,"Friday, Aug 30",CHC,MIL,7,1
135,1,"Saturday, Aug 31",CHC,MIL,0,2
136,1,"Sunday, Sep 1",CHC,MIL,0,4
137,1,"Monday, Sep 2",CHC,SEA,5,1
138,1,"Tuesday, Sep 3",CHC,SEA,6,1
139,0,"Thursday, Sep 5",CHC,MIL,10,5
140,0,"Friday, Sep 6",CHC,MIL,1,7
141,0,"Saturday, Sep 7",CHC,MIL,2,3
142,0,"Sunday, Sep 8",CHC,MIL,5,8
143,0,"Monday, Sep 9",CHC,SDP,10,2
144,0,"Tuesday, Sep 10",CHC,SDP,8,9
145,0,"Wednesday, Sep 11",CHC,SDP,0,4
146,0,"Thursday, Sep 12",CHC,SDP,4,1
147,1,"Friday, Sep 13",CHC,PIT,17,8
148,1,"Saturday, Sep 14",CHC,PIT,14,1
149,1,"Sunday, Sep 15",CHC,PIT,16,6
150,1,"Monday, Sep 16",CHC,CIN,8,2
151,1,"Tuesday, Sep 17",CHC,CIN,2,4
152,1,"Wednesday, Sep 18",CHC,CIN,2,3
153,1,"Thursday, Sep 19",CHC,STL,4,5
154,1,"Friday, Sep 20",CHC,STL,1,2
155,1,"Saturday, Sep 21",CHC,STL,8,9
156,1,"Sunday, Sep 22",CHC,STL,2,3
157,0,"Tuesday, Sep 24",CHC,PIT,2,9
158,0,"Wednesday, Sep 25",CHC,PIT,2,4
159,0,"Thursday, Sep 26",CHC,PIT,5,9
160,0,"Friday, Sep 27",CHC,STL,8,2
161,0,"Saturday, Sep 28",CHC,STL,8,6
162,0,"Sunday, Sep 29",CHC,STL,0,9
1,0,Thursday Mar 28,ARI,LAD,5,12
2,0,Friday Mar 29,ARI,LAD,5,4
3,0,Saturday Mar 30,ARI,LAD,5,18
4,0,Sunday Mar 31,ARI,LAD,7,8
5,0,Monday Apr 1,ARI,SDP,10,3
6,0,Tuesday Apr 2,ARI,SDP,8,5
7,0,Wednesday Apr 3,ARI,SDP,1,4
8,1,Friday Apr 5,ARI,BOS,15,8
9,1,Saturday Apr 6,ARI,BOS,5,4
10,1,Sunday Apr 7,ARI,BOS,0,1
11,1,Tuesday Apr 9,ARI,TEX,5,4
12,1,Wednesday Apr 10,ARI,TEX,2,5
13,1,Thursday Apr 11,ARI,SDP,6,7
14,1,Friday Apr 12,ARI,SDP,1,2
15,1,Saturday Apr 13,ARI,SDP,4,5
16,1,Sunday Apr 14,ARI,SDP,8,4
17,0,Tuesday Apr 16,ARI,ATL,9,6
18,0,Wednesday Apr 17,ARI,ATL,3,2
19,0,Thursday Apr 18,ARI,ATL,4,1
20,0,Friday Apr 19,ARI,CHC,1,5
21,0,Saturday Apr 20,ARI,CHC,6,0
22,0,Sunday Apr 21,ARI,CHC,1,2
23,0,Monday Apr 22,ARI,PIT,12,4
24,0,Tuesday Apr 23,ARI,PIT,2,1
25,0,Wednesday Apr 24,ARI,PIT,11,2
26,0,Thursday Apr 25,ARI,PIT,5,0
27,1,Friday Apr 26,ARI,CHC,8,3
28,1,Saturday Apr 27,ARI,CHC,1,9
29,1,Sunday Apr 28,ARI,CHC,5,6
30,1,Tuesday Apr 30,ARI,NYY,3,1
31,1,Wednesday May 1,ARI,NYY,3,2
32,0,Friday May 3,ARI,COL,10,9
33,0,Saturday May 4,ARI,COL,9,2
34,0,Sunday May 5,ARI,COL,7,8
35,0,Monday May 6,ARI,TBR,1,12
36,0,Tuesday May 7,ARI,TBR,3,6
37,0,Wednesday May 8,ARI,TBR,3,2
38,1,Thursday May 9,ARI,ATL,3,2
39,1,Friday May 10,ARI,ATL,1,2
40,1,Saturday May 11,ARI,ATL,4,6
41,1,Sunday May 12,ARI,ATL,3,5
42,1,Monday May 13,ARI,PIT,9,3
43,1,Tuesday May 14,ARI,PIT,2,6
44,1,Wednesday May 15,ARI,PIT,11,1
45,1,Friday May 17,ARI,SFG,7,0
46,1,Saturday May 18,ARI,SFG,5,8
47,1,Sunday May 19,ARI,SFG,2,3
48,0,Monday May 20,ARI,SDP,1,2
49,0,Tuesday May 21,ARI,SDP,2,3
50,0,Wednesday May 22,ARI,SDP,2,5
51,0,Friday May 24,ARI,SFG,18,2
52,0,Saturday May 25,ARI,SFG,10,4
53,0,Sunday May 26,ARI,SFG,6,2
54,0,Monday May 27,ARI,COL,3,4
55,0,Tuesday May 28,ARI,COL,2,6
56,0,Wednesday May 29,ARI,COL,4,5
57,0,Thursday May 30,ARI,COL,10,11
58,1,Friday May 31,ARI,NYM,4,5
59,1,Saturday Jun 1,ARI,NYM,6,5
60,1,Sunday Jun 2,ARI,NYM,7,1
61,1,Monday Jun 3,ARI,LAD,1,3
62,1,Tuesday Jun 4,ARI,LAD,0,9
63,1,Wednesday Jun 5,ARI,LAD,3,2
64,0,Friday Jun 7,ARI,TOR,8,2
65,0,Saturday Jun 8,ARI,TOR,6,0
66,0,Sunday Jun 9,ARI,TOR,8,2
67,0,Monday Jun 10,ARI,PHI,13,8
68,0,Tuesday Jun 11,ARI,PHI,4,7
69,0,Wednesday Jun 12,ARI,PHI,2,0
70,0,Thursday Jun 13,ARI,WSN,5,0
71,0,Friday Jun 14,ARI,WSN,3,7
72,0,Saturday Jun 15,ARI,WSN,10,3
73,0,Sunday Jun 16,ARI,WSN,5,15
74,1,Tuesday Jun 18,ARI,COL,1,8
75,1,Wednesday Jun 19,ARI,COL,4,6
76,1,Thursday Jun 20,ARI,COL,4,6
77,1,Friday Jun 21,ARI,SFG,5,11
78,1,Saturday Jun 22,ARI,SFG,4,7
79,1,Sunday Jun 23,ARI,SFG,3,2
80,1,Monday Jun 24,ARI,LAD,8,5
81,1,Tuesday Jun 25,ARI,LAD,2,3
82,1,Wednesday Jun 26,ARI,LAD,8,2
83,0,Thursday Jun 27,ARI,SFG,5,1
84,0,Friday Jun 28,ARI,SFG,3,6
85,0,Saturday Jun 29,ARI,SFG,4,3
86,0,Sunday Jun 30,ARI,SFG,4,10
87,0,Tuesday Jul 2,ARI,LAD,4,5
88,0,Wednesday Jul 3,ARI,LAD,4,5
89,1,Friday Jul 5,ARI,COL,8,0
90,1,Saturday Jul 6,ARI,COL,4,2
91,1,Sunday Jul 7,ARI,COL,5,3
92,0,Friday Jul 12,ARI,STL,4,2
93,0,Saturday Jul 13,ARI,STL,2,4
94,0,Sunday Jul 14,ARI,STL,2,5
95,0,Tuesday Jul 16,ARI,TEX,9,2
96,0,Wednesday Jul 17,ARI,TEX,19,4
97,1,Thursday Jul 18,ARI,MIL,1,5
98,1,Friday Jul 19,ARI,MIL,10,7
99,1,Saturday Jul 20,ARI,MIL,3,8
100,1,Sunday Jul 21,ARI,MIL,4,7
101,1,Monday Jul 22,ARI,BAL,6,3
102,1,Tuesday Jul 23,ARI,BAL,2,7
103,1,Wednesday Jul 24,ARI,BAL,5,2
104,0,Friday Jul 26,ARI,MIA,2,3
105,0,Saturday Jul 27,ARI,MIA,9,2
106,0,Sunday Jul 28,ARI,MIA,1,5
107,0,Monday Jul 29,ARI,MIA,6,11
108,0,Tuesday Jul 30,ARI,NYY,4,2
109,0,Wednesday Jul 31,ARI,NYY,5,7
110,1,Friday Aug 2,ARI,WSN,0,3
111,1,Saturday Aug 3,ARI,WSN,18,7
112,1,Sunday Aug 4,ARI,WSN,7,5
113,1,Monday Aug 5,ARI,PHI,3,7
114,1,Tuesday Aug 6,ARI,PHI,8,4
115,1,Wednesday Aug 7,ARI,PHI,6,1
116,0,Friday Aug 9,ARI,LAD,3,2
117,0,Saturday Aug 10,ARI,LAD,0,4
118,0,Sunday Aug 11,ARI,LAD,3,9
119,0,Monday Aug 12,ARI,COL,8,6
120,0,Tuesday Aug 13,ARI,COL,9,3
121,0,Wednesday Aug 14,ARI,COL,6,7
122,1,Thursday Aug 15,ARI,SFG,0,7
123,1,Friday Aug 16,ARI,SFG,9,10
124,1,Saturday Aug 17,ARI,SFG,6,11
125,1,Sunday Aug 18,ARI,SFG,6,1
126,1,Monday Aug 19,ARI,COL,5,3
127,1,Tuesday Aug 20,ARI,COL,8,7
128,1,Wednesday Aug 21,ARI,COL,2,7
129,0,Friday Aug 23,ARI,MIL,1,6
130,0,Saturday Aug 24,ARI,MIL,0,4
131,0,Sunday Aug 25,ARI,MIL,5,2
132,0,Monday Aug 26,ARI,SFG,6,4
133,0,Tuesday Aug 27,ARI,SFG,3,2
134,1,Thursday Aug 29,ARI,LAD,11,5
135,1,Friday Aug 30,ARI,LAD,5,4
136,1,Saturday Aug 31,ARI,LAD,6,5
137,1,Sunday Sep 1,ARI,LAD,3,4
138,1,Monday Sep 2,ARI,SDP,14,7
139,1,Tuesday Sep 3,ARI,SDP,2,1
140,1,Wednesday Sep 4,ARI,SDP,4,1
141,0,Friday Sep 6,ARI,CIN,7,5
142,0,Saturday Sep 7,ARI,CIN,2,0
143,0,Sunday Sep 8,ARI,CIN,3,4
144,0,Monday Sep 9,ARI,NYM,1,3
145,0,Tuesday Sep 10,ARI,NYM,2,3
146,0,Wednesday Sep 11,ARI,NYM,0,9
147,0,Thursday Sep 12,ARI,NYM,1,11
148,1,Friday Sep 13,ARI,CIN,3,4
149,1,Saturday Sep 14,ARI,CIN,1,0
150,1,Sunday Sep 15,ARI,CIN,1,3
151,1,Monday Sep 16,ARI,MIA,7,5
152,1,Tuesday Sep 17,ARI,MIA,6,12
153,1,Wednesday Sep 18,ARI,MIA,5,4
154,0,Friday Sep 20,ARI,SDP,9,0
155,0,Saturday Sep 21,ARI,SDP,4,2
156,0,Sunday Sep 22,ARI,SDP,4,6
157,1,Monday Sep 23,ARI,STL,7,9
158,1,Tuesday Sep 24,ARI,STL,3,2
159,1,Wednesday Sep 25,ARI,STL,9,7
160,1,Friday Sep 27,ARI,SDP,6,3
161,1,Saturday Sep 28,ARI,SDP,6,5
162,1,Sunday Sep 29,ARI,SDP,1,0
1,1,Thursday Mar 28,LAD,ARI,12,5
2,1,Friday Mar 29,LAD,ARI,4,5
3,1,Saturday Mar 30,LAD,ARI,18,5
4,1,Sunday Mar 31,LAD,ARI,8,7
5,1,Monday Apr 1,LAD,SFG,2,4
6,1,Tuesday Apr 2,LAD,SFG,6,5
7,1,Wednesday Apr 3,LAD,SFG,5,3
8,0,Friday Apr 5,LAD,COL,10,6
9,0,Saturday Apr 6,LAD,COL,7,2
10,0,Sunday Apr 7,LAD,COL,12,6
11,0,Monday Apr 8,LAD,STL,3,4
12,0,Tuesday Apr 9,LAD,STL,0,4
13,0,Wednesday Apr 10,LAD,STL,2,7
14,0,Thursday Apr 11,LAD,STL,7,11
15,1,Friday Apr 12,LAD,MIL,5,8
16,1,Saturday Apr 13,LAD,MIL,1,4
17,1,Sunday Apr 14,LAD,MIL,7,1
18,1,Monday Apr 15,LAD,CIN,4,3
19,1,Tuesday Apr 16,LAD,CIN,6,1
20,1,Wednesday Apr 17,LAD,CIN,3,2
21,0,Thursday Apr 18,LAD,MIL,3,1
22,0,Friday Apr 19,LAD,MIL,5,3
23,0,Saturday Apr 20,LAD,MIL,0,5
24,0,Sunday Apr 21,LAD,MIL,6,5
25,0,Tuesday Apr 23,LAD,CHC,2,7
26,0,Wednesday Apr 24,LAD,CHC,6,7
27,0,Thursday Apr 25,LAD,CHC,2,1
28,1,Friday Apr 26,LAD,PIT,6,2
29,1,Saturday Apr 27,LAD,PIT,3,1
30,1,Sunday Apr 28,LAD,PIT,7,6
31,0,Monday Apr 29,LAD,SFG,2,3
32,0,Tuesday Apr 30,LAD,SFG,10,3
33,0,Wednesday May 1,LAD,SFG,1,2
34,0,Friday May 3,LAD,SDP,4,3
35,0,Saturday May 4,LAD,SDP,7,6
36,0,Sunday May 5,LAD,SDP,5,8
37,1,Monday May 6,LAD,ATL,5,3
38,1,Tuesday May 7,LAD,ATL,9,0
39,1,Wednesday May 8,LAD,ATL,9,4
40,1,Thursday May 9,LAD,WSN,0,6
41,1,Friday May 10,LAD,WSN,5,0
42,1,Saturday May 11,LAD,WSN,2,5
43,1,Sunday May 12,LAD,WSN,6,0
44,1,Tuesday May 14,LAD,SDP,6,3
45,1,Wednesday May 15,LAD,SDP,2,0
46,0,Friday May 17,LAD,CIN,6,0
47,0,Saturday May 18,LAD,CIN,0,4
48,0,Sunday May 19,LAD,CIN,8,3
49,0,Tuesday May 21,LAD,TBR,7,3
50,0,Wednesday May 22,LAD,TBR,1,8
51,0,Friday May 24,LAD,PIT,10,2
52,0,Saturday May 25,LAD,PIT,7,2
53,0,Sunday May 26,LAD,PIT,11,7
54,1,Monday May 27,LAD,NYM,9,5
55,1,Tuesday May 28,LAD,NYM,3,7
56,1,Wednesday May 29,LAD,NYM,9,8
57,1,Thursday May 30,LAD,NYM,2,0
58,1,Friday May 31,LAD,PHI,6,3
59,1,Saturday Jun 1,LAD,PHI,4,3
60,1,Sunday Jun 2,LAD,PHI,8,0
61,0,Monday Jun 3,LAD,ARI,3,1
62,0,Tuesday Jun 4,LAD,ARI,9,0
63,0,Wednesday Jun 5,LAD,ARI,2,3
64,0,Friday Jun 7,LAD,SFG,1,2
65,0,Saturday Jun 8,LAD,SFG,7,2
66,0,Sunday Jun 9,LAD,SFG,1,0
67,0,Monday Jun 10,LAD,LAA,3,5
68,0,Tuesday Jun 11,LAD,LAA,3,5
69,1,Thursday Jun 13,LAD,CHC,7,3
70,1,Friday Jun 14,LAD,CHC,5,3
71,1,Saturday Jun 15,LAD,CHC,1,2
72,1,Sunday Jun 16,LAD,CHC,3,2
73,1,Monday Jun 17,LAD,SFG,2,3
74,1,Tuesday Jun 18,LAD,SFG,9,0
75,1,Wednesday Jun 19,LAD,SFG,9,2
76,1,Thursday Jun 20,LAD,SFG,9,8
77,1,Friday Jun 21,LAD,COL,4,2
78,1,Saturday Jun 22,LAD,COL,5,4
79,1,Sunday Jun 23,LAD,COL,6,3
80,0,Monday Jun 24,LAD,ARI,5,8
81,0,Tuesday Jun 25,LAD,ARI,3,2
82,0,Wednesday Jun 26,LAD,ARI,2,8
83,0,Thursday Jun 27,LAD,COL,12,8
84,0,Friday Jun 28,LAD,COL,9,13
85,0,Saturday Jun 29,LAD,COL,3,5
86,0,Sunday Jun 30,LAD,COL,10,5
87,1,Tuesday Jul 2,LAD,ARI,5,4
88,1,Wednesday Jul 3,LAD,ARI,5,4
89,1,Thursday Jul 4,LAD,SDP,5,1
90,1,Friday Jul 5,LAD,SDP,2,3
91,1,Saturday Jul 6,LAD,SDP,1,3
92,1,Sunday Jul 7,LAD,SDP,3,5
93,0,Friday Jul 12,LAD,BOS,1,8
94,0,Saturday Jul 13,LAD,BOS,11,2
95,0,Sunday Jul 14,LAD,BOS,7,4
96,0,Monday Jul 15,LAD,PHI,16,2
97,0,Tuesday Jul 16,LAD,PHI,8,9
98,0,Wednesday Jul 17,LAD,PHI,7,2
99,0,Thursday Jul 18,LAD,PHI,6,7
100,1,Friday Jul 19,LAD,MIA,2,1
101,1,Saturday Jul 20,LAD,MIA,10,6
102,1,Sunday Jul 21,LAD,MIA,9,0
103,1,Tuesday Jul 23,LAD,LAA,4,5
104,1,Wednesday Jul 24,LAD,LAA,2,3
105,0,Friday Jul 26,LAD,WSN,4,2
106,0,Saturday Jul 27,LAD,WSN,9,3
107,0,Sunday Jul 28,LAD,WSN,4,11
108,0,Monday Jul 29,LAD,COL,1,9
109,0,Tuesday Jul 30,LAD,COL,9,4
110,0,Wednesday Jul 31,LAD,COL,5,1
111,1,Thursday Aug 1,LAD,SDP,8,2
112,1,Friday Aug 2,LAD,SDP,2,5
113,1,Saturday Aug 3,LAD,SDP,4,1
114,1,Sunday Aug 4,LAD,SDP,11,10
115,1,Monday Aug 5,LAD,STL,8,0
116,1,Tuesday Aug 6,LAD,STL,3,1
117,1,Wednesday Aug 7,LAD,STL,2,1
118,1,Friday Aug 9,LAD,ARI,2,3
119,1,Saturday Aug 10,LAD,ARI,4,0
120,1,Sunday Aug 11,LAD,ARI,9,3
121,0,Tuesday Aug 13,LAD,MIA,15,1
122,0,Wednesday Aug 14,LAD,MIA,9,1
123,0,Thursday Aug 15,LAD,MIA,7,13
124,0,Friday Aug 16,LAD,ATL,8,3
125,0,Saturday Aug 17,LAD,ATL,3,4
126,0,Sunday Aug 18,LAD,ATL,3,5
127,1,Tuesday Aug 20,LAD,TOR,16,3
128,1,Wednesday Aug 21,LAD,TOR,2,1
129,1,Thursday Aug 22,LAD,TOR,3,2
130,1,Friday Aug 23,LAD,NYY,2,10
131,1,Saturday Aug 24,LAD,NYY,2,1
132,1,Sunday Aug 25,LAD,NYY,1,5
133,0,Monday Aug 26,LAD,SDP,3,4
134,0,Tuesday Aug 27,LAD,SDP,9,0
135,0,Wednesday Aug 28,LAD,SDP,6,4
136,0,Thursday Aug 29,LAD,ARI,5,11
137,0,Friday Aug 30,LAD,ARI,4,5
138,0,Saturday Aug 31,LAD,ARI,5,6
139,0,Sunday Sep 1,LAD,ARI,4,3
140,1,Monday Sep 2,LAD,COL,16,9
141,1,Tuesday Sep 3,LAD,COL,5,3
142,1,Wednesday Sep 4,LAD,COL,7,3
143,1,Friday Sep 6,LAD,SFG,4,5
144,1,Saturday Sep 7,LAD,SFG,0,1
145,1,Sunday Sep 8,LAD,SFG,5,0
146,0,Tuesday Sep 10,LAD,BAL,7,3
147,0,Wednesday Sep 11,LAD,BAL,3,7
148,0,Thursday Sep 12,LAD,BAL,4,2
149,0,Friday Sep 13,LAD,NYM,9,2
150,0,Saturday Sep 14,LAD,NYM,0,3
151,0,Sunday Sep 15,LAD,NYM,3,2
152,1,Tuesday Sep 17,LAD,TBR,7,5
153,1,Wednesday Sep 18,LAD,TBR,7,8
154,1,Friday Sep 20,LAD,COL,12,5
155,1,Saturday Sep 21,LAD,COL,2,4
156,1,Sunday Sep 22,LAD,COL,7,4
157,0,Tuesday Sep 24,LAD,SDP,6,3
158,0,Wednesday Sep 25,LAD,SDP,6,4
159,0,Thursday Sep 26,LAD,SDP,1,0
160,0,Friday Sep 27,LAD,SFG,9,2
161,0,Saturday Sep 28,LAD,SFG,2,0
162,0,Sunday Sep 29,LAD,SFG,9,0
1,0,Thursday Mar 28,SFG,SDP,0,2
2,0,Friday Mar 29,SFG,SDP,1,4
3,0,Saturday Mar 30,SFG,SDP,3,2
4,0,Sunday Mar 31,SFG,SDP,1,3
