Gm#,Tm,Home_Game,Opp,W/L,W-L,Streak,date,Team_Win_Percentage
73,ARI,0,WSN,L,38-35,-1,Sunday Jun 16,0.5205479452054794
74,ARI,1,COL,L,38-36,-2,Tuesday Jun 18,0.5135135135135135
75,ARI,1,COL,L,38-37,-3,Wednesday Jun 19,0.5066666666666667
76,ARI,1,COL,L,38-38,-4,Thursday Jun 20,0.5
77,ARI,1,SFG,L,38-39,-5,Friday Jun 21,0.4935064935064935
78,ARI,1,SFG,L,38-40,-6,Saturday Jun 22,0.48717948717948717
79,ARI,1,SFG,W,39-40,1,Sunday Jun 23,0.4936708860759494
80,ARI,1,LAD,W,40-40,2,Monday Jun 24,0.5
81,ARI,1,LAD,L,40-41,-1,Tuesday Jun 25,0.49382716049382713
82,ARI,1,LAD,W,41-41,1,Wednesday Jun 26,0.5
83,ARI,0,SFG,W,42-41,2,Thursday Jun 27,0.5060240963855421
84,ARI,0,SFG,L,42-42,-1,Friday Jun 28,0.5
85,ARI,0,SFG,W,43-42,1,Saturday Jun 29,0.5058823529411764
86,ARI,0,SFG,L,43-43,-1,Sunday Jun 30,0.5
87,ARI,0,LAD,L,43-44,-2,Tuesday Jul 2,0.4942528735632184
88,ARI,0,LAD,L,43-45,-3,Wednesday Jul 3,0.48863636363636365
89,ARI,1,COL,W,44-45,1,Friday Jul 5,0.4943820224719101
90,ARI,1,COL,W,45-45,2,Saturday Jul 6,0.5
91,ARI,1,COL,W,46-45,3,Sunday Jul 7,0.5054945054945055
92,ARI,0,STL,W,47-45,4,Friday Jul 12,0.5108695652173914
93,ARI,0,STL,L,47-46,-1,Saturday Jul 13,0.5053763440860215
94,ARI,0,STL,L,47-47,-2,Sunday Jul 14,0.5
95,ARI,0,TEX,W,48-47,1,Tuesday Jul 16,0.5052631578947369
96,ARI,0,TEX,W,49-47,2,Wednesday Jul 17,0.5104166666666666
97,ARI,1,MIL,L,49-48,-1,Thursday Jul 18,0.5051546391752577
98,ARI,1,MIL,W,50-48,1,Friday Jul 19,0.5102040816326531
99,ARI,1,MIL,L,50-49,-1,Saturday Jul 20,0.5050505050505051
100,ARI,1,MIL,L,50-50,-2,Sunday Jul 21,0.5
101,ARI,1,BAL,W,51-50,1,Monday Jul 22,0.504950495049505
102,ARI,1,BAL,L,51-51,-1,Tuesday Jul 23,0.5
103,ARI,1,BAL,W,52-51,1,Wednesday Jul 24,0.5048543689320388
104,ARI,0,MIA,L,52-52,-1,Friday Jul 26,0.5
105,ARI,0,MIA,W,53-52,1,Saturday Jul 27,0.5047619047619047
106,ARI,0,MIA,L,53-53,-1,Sunday Jul 28,0.5
107,ARI,0,MIA,L,53-54,-2,Monday Jul 29,0.4953271028037383
108,ARI,0,NYY,W,54-54,1,Tuesday Jul 30,0.5
109,ARI,0,NYY,L,54-55,-1,Wednesday Jul 31,0.4954128440366973
110,ARI,1,WSN,L,54-56,-2,Friday Aug 2,0.4909090909090909
111,ARI,1,WSN,W,55-56,1,Saturday Aug 3,0.4954954954954955
112,ARI,1,WSN,W,56-56,2,Sunday Aug 4,0.5
113,ARI,1,PHI,L,56-57,-1,Monday Aug 5,0.49557522123893805
114,ARI,1,PHI,W,57-57,1,Tuesday Aug 6,0.5
115,ARI,1,PHI,W,58-57,2,Wednesday Aug 7,0.5043478260869565
116,ARI,0,LAD,W,59-57,3,Friday Aug 9,0.5086206896551724
117,ARI,0,LAD,L,59-58,-1,Saturday Aug 10,0.5042735042735043
118,ARI,0,LAD,L,59-59,-2,Sunday Aug 11,0.5
119,ARI,0,COL,W,60-59,1,Monday Aug 12,0.5042016806722689
120,ARI,0,COL,W,61-59,2,Tuesday Aug 13,0.5083333333333333
121,ARI,0,COL,L,61-60,-1,Wednesday Aug 14,0.5041322314049587
122,ARI,1,SFG,L,61-61,-2,Thursday Aug 15,0.5
123,ARI,1,SFG,L,61-62,-3,Friday Aug 16,0.4959349593495935
124,ARI,1,SFG,L,61-63,-4,Saturday Aug 17,0.49193548387096775
125,ARI,1,SFG,W,62-63,1,Sunday Aug 18,0.496
126,ARI,1,COL,W,63-63,2,Monday Aug 19,0.5
127,ARI,1,COL,W,64-63,3,Tuesday Aug 20,0.5039370078740157
128,ARI,1,COL,L,64-64,-1,Wednesday Aug 21,0.5
129,ARI,0,MIL,L,64-65,-2,Friday Aug 23,0.49612403100775193
130,ARI,0,MIL,L,64-66,-3,Saturday Aug 24,0.49230769230769234
131,ARI,0,MIL,W,65-66,1,Sunday Aug 25,0.4961832061068702
132,ARI,0,SFG,W,66-66,2,Monday Aug 26,0.5
133,ARI,0,SFG,W,67-66,3,Tuesday Aug 27,0.5037593984962406
134,ARI,1,LAD,W,68-66,4,Thursday Aug 29,0.5074626865671642
135,ARI,1,LAD,W,69-66,5,Friday Aug 30,0.5111111111111111
136,ARI,1,LAD,W,70-66,6,Saturday Aug 31,0.5147058823529411
137,ARI,1,LAD,L,70-67,-1,Sunday Sep 1,0.5109489051094891
138,ARI,1,SDP,W,71-67,1,Monday Sep 2,0.5144927536231884
139,ARI,1,SDP,W,72-67,2,Tuesday Sep 3,0.5179856115107914
140,ARI,1,SDP,W,73-67,3,Wednesday Sep 4,0.5214285714285715
141,ARI,0,CIN,W,74-67,4,Friday Sep 6,0.524822695035461
142,ARI,0,CIN,W,75-67,5,Saturday Sep 7,0.528169014084507
143,ARI,0,CIN,L,75-68,-1,Sunday Sep 8,0.5244755244755245
144,ARI,0,NYM,L,75-69,-2,Monday Sep 9,0.5208333333333334
145,ARI,0,NYM,L,75-70,-3,Tuesday Sep 10,0.5172413793103449
146,ARI,0,NYM,L,75-71,-4,Wednesday Sep 11,0.5136986301369864
147,ARI,0,NYM,L,75-72,-5,Thursday Sep 12,0.5102040816326531
148,ARI,1,CIN,L,75-73,-6,Friday Sep 13,0.5067567567567568
149,ARI,1,CIN,W,76-73,1,Saturday Sep 14,0.5100671140939598
150,ARI,1,CIN,L,76-74,-1,Sunday Sep 15,0.5066666666666667
151,ARI,1,MIA,W,77-74,1,Monday Sep 16,0.5099337748344371
152,ARI,1,MIA,L,77-75,-1,Tuesday Sep 17,0.506578947368421
153,ARI,1,MIA,W,78-75,1,Wednesday Sep 18,0.5098039215686274
154,ARI,0,SDP,W,79-75,2,Friday Sep 20,0.512987012987013
155,ARI,0,SDP,W,80-75,3,Saturday Sep 21,0.5161290322580645
156,ARI,0,SDP,L,80-76,-1,Sunday Sep 22,0.5128205128205128
157,ARI,1,STL,L,80-77,-2,Monday Sep 23,0.5095541401273885
158,ARI,1,STL,W,81-77,1,Tuesday Sep 24,0.5126582278481012
159,ARI,1,STL,W,82-77,2,Wednesday Sep 25,0.5157232704402516
160,ARI,1,SDP,W,83-77,3,Friday Sep 27,0.51875
161,ARI,1,SDP,W,84-77,4,Saturday Sep 28,0.5217391304347826
162,ARI,1,SDP,W,85-77,5,Sunday Sep 29,0.5246913580246914
1,LAD,1,ARI,W,1-0,1,Thursday Mar 28,1.0
2,LAD,1,ARI,L,1-1,-1,Friday Mar 29,0.5
3,LAD,1,ARI,W,2-1,1,Saturday Mar 30,0.6666666666666666
4,LAD,1,ARI,W,3-1,2,Sunday Mar 31,0.75
5,LAD,1,SFG,L,3-2,-1,Monday Apr 1,0.6
6,LAD,1,SFG,W,4-2,1,Tuesday Apr 2,0.6666666666666666
7,LAD,1,SFG,W,5-2,2,Wednesday Apr 3,0.7142857142857143
8,LAD,0,COL,W,6-2,3,Friday Apr 5,0.75
9,LAD,0,COL,W,7-2,4,Saturday Apr 6,0.7777777777777778
10,LAD,0,COL,W,8-2,5,Sunday Apr 7,0.8
11,LAD,0,STL,L,8-3,-1,Monday Apr 8,0.7272727272727273
12,LAD,0,STL,L,8-4,-2,Tuesday Apr 9,0.6666666666666666
13,LAD,0,STL,L,8-5,-3,Wednesday Apr 10,0.6153846153846154
14,LAD,0,STL,L,8-6,-4,Thursday Apr 11,0.5714285714285714
15,LAD,1,MIL,L,8-7,-5,Friday Apr 12,0.5333333333333333
16,LAD,1,MIL,L,8-8,-6,Saturday Apr 13,0.5
17,LAD,1,MIL,W,9-8,1,Sunday Apr 14,0.5294117647058824
18,LAD,1,CIN,W,10-8,2,Monday Apr 15,0.5555555555555556
19,LAD,1,CIN,W,11-8,3,Tuesday Apr 16,0.5789473684210527
20,LAD,1,CIN,W,12-8,4,Wednesday Apr 17,0.6
21,LAD,0,MIL,W,13-8,5,Thursday Apr 18,0.6190476190476191
22,LAD,0,MIL,W,14-8,6,Friday Apr 19,0.6363636363636364
23,LAD,0,MIL,L,14-9,-1,Saturday Apr 20,0.6086956521739131
24,LAD,0,MIL,W,15-9,1,Sunday Apr 21,0.625
25,LAD,0,CHC,L,15-10,-1,Tuesday Apr 23,0.6
26,LAD,0,CHC,L,15-11,-2,Wednesday Apr 24,0.5769230769230769
27,LAD,0,CHC,W,16-11,1,Thursday Apr 25,0.5925925925925926
28,LAD,1,PIT,W,17-11,2,Friday Apr 26,0.6071428571428571
29,LAD,1,PIT,W,18-11,3,Saturday Apr 27,0.6206896551724138
30,LAD,1,PIT,W,19-11,4,Sunday Apr 28,0.6333333333333333
31,LAD,0,SFG,L,19-12,-1,Monday Apr 29,0.6129032258064516
32,LAD,0,SFG,W,20-12,1,Tuesday Apr 30,0.625
33,LAD,0,SFG,L,20-13,-1,Wednesday May 1,0.6060606060606061
34,LAD,0,SDP,W,21-13,1,Friday May 3,0.6176470588235294
35,LAD,0,SDP,W,22-13,2,Saturday May 4,0.6285714285714286
36,LAD,0,SDP,L,22-14,-1,Sunday May 5,0.6111111111111112
37,LAD,1,ATL,W,23-14,1,Monday May 6,0.6216216216216216
38,LAD,1,ATL,W,24-14,2,Tuesday May 7,0.631578947368421
39,LAD,1,ATL,W,25-14,3,Wednesday May 8,0.6410256410256411
40,LAD,1,WSN,L,25-15,-1,Thursday May 9,0.625
41,LAD,1,WSN,W,26-15,1,Friday May 10,0.6341463414634146
42,LAD,1,WSN,L,26-16,-1,Saturday May 11,0.6190476190476191
43,LAD,1,WSN,W,27-16,1,Sunday May 12,0.627906976744186
44,LAD,1,SDP,W,28-16,2,Tuesday May 14,0.6363636363636364
45,LAD,1,SDP,W,29-16,3,Wednesday May 15,0.6444444444444445
46,LAD,0,CIN,W,30-16,4,Friday May 17,0.6521739130434783
47,LAD,0,CIN,L,30-17,-1,Saturday May 18,0.6382978723404256
48,LAD,0,CIN,W,31-17,1,Sunday May 19,0.6458333333333334
49,LAD,0,TBR,W,32-17,2,Tuesday May 21,0.6530612244897959
50,LAD,0,TBR,L,32-18,-1,Wednesday May 22,0.64
51,LAD,0,PIT,W,33-18,1,Friday May 24,0.6470588235294118
52,LAD,0,PIT,W,34-18,2,Saturday May 25,0.6538461538461539
53,LAD,0,PIT,W,35-18,3,Sunday May 26,0.660377358490566
54,LAD,1,NYM,W,36-18,4,Monday May 27,0.6666666666666666
55,LAD,1,NYM,L,36-19,-1,Tuesday May 28,0.6545454545454545
56,LAD,1,NYM,W,37-19,1,Wednesday May 29,0.6607142857142857
57,LAD,1,NYM,W,38-19,2,Thursday May 30,0.6666666666666666
58,LAD,1,PHI,W,39-19,3,Friday May 31,0.6724137931034483
59,LAD,1,PHI,W,40-19,4,Saturday Jun 1,0.6779661016949152
60,LAD,1,PHI,W,41-19,5,Sunday Jun 2,0.6833333333333333
61,LAD,0,ARI,W,42-19,6,Monday Jun 3,0.6885245901639344
62,LAD,0,ARI,W,43-19,7,Tuesday Jun 4,0.6935483870967742
63,LAD,0,ARI,L,43-20,-1,Wednesday Jun 5,0.6825396825396826
64,LAD,0,SFG,L,43-21,-2,Friday Jun 7,0.671875
65,LAD,0,SFG,W,44-21,1,Saturday Jun 8,0.676923076923077
66,LAD,0,SFG,W,45-21,2,Sunday Jun 9,0.6818181818181818
67,LAD,0,LAA,L,45-22,-1,Monday Jun 10,0.6716417910447762
68,LAD,0,LAA,L,45-23,-2,Tuesday Jun 11,0.6617647058823529
69,LAD,1,CHC,W,46-23,1,Thursday Jun 13,0.6666666666666666
70,LAD,1,CHC,W,47-23,2,Friday Jun 14,0.6714285714285714
71,LAD,1,CHC,L,47-24,-1,Saturday Jun 15,0.6619718309859155
72,LAD,1,CHC,W,48-24,1,Sunday Jun 16,0.6666666666666666
73,LAD,1,SFG,L,48-25,-1,Monday Jun 17,0.6575342465753424
74,LAD,1,SFG,W,49-25,1,Tuesday Jun 18,0.6621621621621622
75,LAD,1,SFG,W,50-25,2,Wednesday Jun 19,0.6666666666666666
76,LAD,1,SFG,W,51-25,3,Thursday Jun 20,0.6710526315789473
77,LAD,1,COL,W,52-25,4,Friday Jun 21,0.6753246753246753
78,LAD,1,COL,W,53-25,5,Saturday Jun 22,0.6794871794871795
79,LAD,1,COL,W,54-25,6,Sunday Jun 23,0.6835443037974683
80,LAD,0,ARI,L,54-26,-1,Monday Jun 24,0.675
81,LAD,0,ARI,W,55-26,1,Tuesday Jun 25,0.6790123456790124
82,LAD,0,ARI,L,55-27,-1,Wednesday Jun 26,0.6707317073170732
83,LAD,0,COL,W,56-27,1,Thursday Jun 27,0.6746987951807228
84,LAD,0,COL,L,56-28,-1,Friday Jun 28,0.6666666666666666
85,LAD,0,COL,L,56-29,-2,Saturday Jun 29,0.6588235294117647
86,LAD,0,COL,W,57-29,1,Sunday Jun 30,0.6627906976744186
87,LAD,1,ARI,W,58-29,2,Tuesday Jul 2,0.6666666666666666
88,LAD,1,ARI,W,59-29,3,Wednesday Jul 3,0.6704545454545454
89,LAD,1,SDP,W,60-29,4,Thursday Jul 4,0.6741573033707865
90,LAD,1,SDP,L,60-30,-1,Friday Jul 5,0.6666666666666666
91,LAD,1,SDP,L,60-31,-2,Saturday Jul 6,0.6593406593406593
92,LAD,1,SDP,L,60-32,-3,Sunday Jul 7,0.6521739130434783
93,LAD,0,BOS,L,60-33,-4,Friday Jul 12,0.6451612903225806
94,LAD,0,BOS,W,61-33,1,Saturday Jul 13,0.648936170212766
95,LAD,0,BOS,W,62-33,2,Sunday Jul 14,0.6526315789473685
96,LAD,0,PHI,W,63-33,3,Monday Jul 15,0.65625
97,LAD,0,PHI,L,63-34,-1,Tuesday Jul 16,0.6494845360824743
98,LAD,0,PHI,W,64-34,1,Wednesday Jul 17,0.6530612244897959
99,LAD,0,PHI,L,64-35,-1,Thursday Jul 18,0.6464646464646465
100,LAD,1,MIA,W,65-35,1,Friday Jul 19,0.65
101,LAD,1,MIA,W,66-35,2,Saturday Jul 20,0.6534653465346535
102,LAD,1,MIA,W,67-35,3,Sunday Jul 21,0.6568627450980392
103,LAD,1,LAA,L,67-36,-1,Tuesday Jul 23,0.6504854368932039
104,LAD,1,LAA,L,67-37,-2,Wednesday Jul 24,0.6442307692307693
105,LAD,0,WSN,W,68-37,1,Friday Jul 26,0.6476190476190476
106,LAD,0,WSN,W,69-37,2,Saturday Jul 27,0.6509433962264151
107,LAD,0,WSN,L,69-38,-1,Sunday Jul 28,0.6448598130841121
108,LAD,0,COL,L,69-39,-2,Monday Jul 29,0.6388888888888888
109,LAD,0,COL,W,70-39,1,Tuesday Jul 30,0.6422018348623854
110,LAD,0,COL,W,71-39,2,Wednesday Jul 31,0.6454545454545455
111,LAD,1,SDP,W,72-39,3,Thursday Aug 1,0.6486486486486487
112,LAD,1,SDP,L,72-40,-1,Friday Aug 2,0.6428571428571429
113,LAD,1,SDP,W,73-40,1,Saturday Aug 3,0.6460176991150443
114,LAD,1,SDP,W,74-40,2,Sunday Aug 4,0.6491228070175439
115,LAD,1,STL,W,75-40,3,Monday Aug 5,0.6521739130434783
116,LAD,1,STL,W,76-40,4,Tuesday Aug 6,0.6551724137931034
117,LAD,1,STL,W,77-40,5,Wednesday Aug 7,0.6581196581196581
118,LAD,1,ARI,L,77-41,-1,Friday Aug 9,0.652542372881356
119,LAD,1,ARI,W,78-41,1,Saturday Aug 10,0.6554621848739496
120,LAD,1,ARI,W,79-41,2,Sunday Aug 11,0.6583333333333333
121,LAD,0,MIA,W,80-41,3,Tuesday Aug 13,0.6611570247933884
122,LAD,0,MIA,W,81-41,4,Wednesday Aug 14,0.6639344262295082
123,LAD,0,MIA,L,81-42,-1,Thursday Aug 15,0.6585365853658537
124,LAD,0,ATL,W,82-42,1,Friday Aug 16,0.6612903225806451
125,LAD,0,ATL,L,82-43,-1,Saturday Aug 17,0.656
126,LAD,0,ATL,L,82-44,-2,Sunday Aug 18,0.6507936507936508
127,LAD,1,TOR,W,83-44,1,Tuesday Aug 20,0.6535433070866141
128,LAD,1,TOR,W,84-44,2,Wednesday Aug 21,0.65625
129,LAD,1,TOR,W,85-44,3,Thursday Aug 22,0.6589147286821705
130,LAD,1,NYY,L,85-45,-1,Friday Aug 23,0.6538461538461539
131,LAD,1,NYY,W,86-45,1,Saturday Aug 24,0.6564885496183206
132,LAD,1,NYY,L,86-46,-1,Sunday Aug 25,0.6515151515151515
133,LAD,0,SDP,L,86-47,-2,Monday Aug 26,0.6466165413533834
134,LAD,0,SDP,W,87-47,1,Tuesday Aug 27,0.6492537313432836
135,LAD,0,SDP,W,88-47,2,Wednesday Aug 28,0.6518518518518519
136,LAD,0,ARI,L,88-48,-1,Thursday Aug 29,0.6470588235294118
137,LAD,0,ARI,L,88-49,-2,Friday Aug 30,0.6423357664233577
138,LAD,0,ARI,L,88-50,-3,Saturday Aug 31,0.6376811594202898
139,LAD,0,ARI,W,89-50,1,Sunday Sep 1,0.6402877697841727
140,LAD,1,COL,W,90-50,2,Monday Sep 2,0.6428571428571429
141,LAD,1,COL,W,91-50,3,Tuesday Sep 3,0.6453900709219859
142,LAD,1,COL,W,92-50,4,Wednesday Sep 4,0.647887323943662
143,LAD,1,SFG,L,92-51,-1,Friday Sep 6,0.6433566433566433
144,LAD,1,SFG,L,92-52,-2,Saturday Sep 7,0.6388888888888888
145,LAD,1,SFG,W,93-52,1,Sunday Sep 8,0.6413793103448275
146,LAD,0,BAL,W,94-52,2,Tuesday Sep 10,0.6438356164383562
147,LAD,0,BAL,L,94-53,-1,Wednesday Sep 11,0.6394557823129252
148,LAD,0,BAL,W,95-53,1,Thursday Sep 12,0.6418918918918919
149,LAD,0,NYM,W,96-53,2,Friday Sep 13,0.6442953020134228
150,LAD,0,NYM,L,96-54,-1,Saturday Sep 14,0.64
151,LAD,0,NYM,W,97-54,1,Sunday Sep 15,0.6423841059602649
152,LAD,1,TBR,W,98-54,2,Tuesday Sep 17,0.6447368421052632
153,LAD,1,TBR,L,98-55,-1,Wednesday Sep 18,0.6405228758169934
154,LAD,1,COL,W,99-55,1,Friday Sep 20,0.6428571428571429
155,LAD,1,COL,L,99-56,-1,Saturday Sep 21,0.6387096774193548
156,LAD,1,COL,W,100-56,1,Sunday Sep 22,0.6410256410256411
157,LAD,0,SDP,W,101-56,2,Tuesday Sep 24,0.643312101910828
158,LAD,0,SDP,W,102-56,3,Wednesday Sep 25,0.6455696202531646
159,LAD,0,SDP,W,103-56,4,Thursday Sep 26,0.6477987421383647
160,LAD,0,SFG,W,104-56,5,Friday Sep 27,0.65
161,LAD,0,SFG,W,105-56,6,Saturday Sep 28,0.6521739130434783
162,LAD,0,SFG,W,106-56,7,Sunday Sep 29,0.654320987654321
1,SFG,0,SDP,L,0-1,-1,Thursday Mar 28,0.0
2,SFG,0,SDP,L,0-2,-2,Friday Mar 29,0.0
3,SFG,0,SDP,W,1-2,1,Saturday Mar 30,0.3333333333333333
4,SFG,0,SDP,L,1-3,-1,Sunday Mar 31,0.25
5,SFG,0,LAD,W,2-3,1,Monday Apr 1,0.4
6,SFG,0,LAD,L,2-4,-1,Tuesday Apr 2,0.3333333333333333
7,SFG,0,LAD,L,2-5,-2,Wednesday Apr 3,0.2857142857142857
8,SFG,1,TBR,L,2-6,-3,Friday Apr 5,0.25
9,SFG,1,TBR,W,3-6,1,Saturday Apr 6,0.3333333333333333
10,SFG,1,TBR,L,3-7,-1,Sunday Apr 7,0.3
11,SFG,1,SDP,L,3-8,-2,Monday Apr 8,0.2727272727272727
12,SFG,1,SDP,W,4-8,1,Tuesday Apr 9,0.3333333333333333
13,SFG,1,SDP,L,4-9,-1,Wednesday Apr 10,0.3076923076923077
14,SFG,1,COL,W,5-9,1,Thursday Apr 11,0.35714285714285715
15,SFG,1,COL,W,6-9,2,Friday Apr 12,0.4
16,SFG,1,COL,W,7-9,3,Saturday Apr 13,0.4375
17,SFG,1,COL,L,7-10,-1,Sunday Apr 14,0.4117647058823529
18,SFG,0,WSN,W,8-10,1,Tuesday Apr 16,0.4444444444444444
19,SFG,0,WSN,L,8-11,-1,Wednesday Apr 17,0.42105263157894735
20,SFG,0,WSN,L,8-12,-2,Thursday Apr 18,0.4
21,SFG,0,PIT,L,8-13,-3,Friday Apr 19,0.38095238095238093
22,SFG,0,PIT,L,8-14,-4,Saturday Apr 20,0.36363636363636365
23,SFG,0,PIT,W,9-14,1,Sunday Apr 21,0.391304347826087
24,SFG,0,TOR,W,10-14,2,Tuesday Apr 23,0.4166666666666667
25,SFG,0,TOR,W,11-14,3,Wednesday Apr 24,0.44
26,SFG,1,NYY,L,11-15,-1,Friday Apr 26,0.4230769230769231
27,SFG,1,NYY,L,11-16,-2,Saturday Apr 27,0.4074074074074074
28,SFG,1,NYY,L,11-17,-3,Sunday Apr 28,0.39285714285714285
29,SFG,1,LAD,W,12-17,1,Monday Apr 29,0.41379310344827586
30,SFG,1,LAD,L,12-18,-1,Tuesday Apr 30,0.4
31,SFG,1,LAD,W,13-18,1,Wednesday May 1,0.41935483870967744
32,SFG,0,CIN,W,14-18,2,Friday May 3,0.4375
33,SFG,0,CIN,L,14-19,-1,Saturday May 4,0.42424242424242425
34,SFG,0,CIN,W,15-19,1,Sunday May 5,0.4411764705882353
35,SFG,0,CIN,L,15-20,-1,Monday May 6,0.42857142857142855
36,SFG,0,COL,W,16-20,1,Tuesday May 7,0.4444444444444444
37,SFG,0,COL,L,16-21,-1,Thursday May 9,0.43243243243243246
38,SFG,1,CIN,L,16-22,-2,Friday May 10,0.42105263157894735
39,SFG,1,CIN,L,16-23,-3,Saturday May 11,0.41025641025641024
40,SFG,1,CIN,W,17-23,1,Sunday May 12,0.425
41,SFG,1,TOR,L,17-24,-1,Tuesday May 14,0.4146341463414634
42,SFG,1,TOR,W,18-24,1,Wednesday May 15,0.42857142857142855
43,SFG,0,ARI,L,18-25,-1,Friday May 17,0.4186046511627907
44,SFG,0,ARI,W,19-25,1,Saturday May 18,0.4318181818181818
45,SFG,0,ARI,W,20-25,2,Sunday May 19,0.4444444444444444
46,SFG,1,ATL,L,20-26,-1,Monday May 20,0.43478260869565216
47,SFG,1,ATL,W,21-26,1,Tuesday May 21,0.44680851063829785
48,SFG,1,ATL,L,21-27,-1,Wednesday May 22,0.4375
49,SFG,1,ATL,L,21-28,-2,Thursday May 23,0.42857142857142855
50,SFG,1,ARI,L,21-29,-3,Friday May 24,0.42
51,SFG,1,ARI,L,21-30,-4,Saturday May 25,0.4117647058823529
52,SFG,1,ARI,L,21-31,-5,Sunday May 26,0.40384615384615385
53,SFG,0,MIA,L,21-32,-6,Tuesday May 28,0.39622641509433965
54,SFG,0,MIA,L,21-33,-7,Wednesday May 29,0.3888888888888889
55,SFG,0,MIA,W,22-33,1,Thursday May 30,0.4
56,SFG,0,BAL,L,22-34,-1,Friday May 31,0.39285714285714285
57,SFG,0,BAL,W,23-34,1,Saturday Jun 1,0.40350877192982454
58,SFG,0,BAL,W,24-34,2,Sunday Jun 2,0.41379310344827586
59,SFG,0,NYM,W,25-34,3,Tuesday Jun 4,0.423728813559322
60,SFG,0,NYM,L,25-35,-1,Wednesday Jun 5,0.4166666666666667
61,SFG,0,NYM,L,25-36,-2,Thursday Jun 6,0.4098360655737705
62,SFG,1,LAD,W,26-36,1,Friday Jun 7,0.41935483870967744
63,SFG,1,LAD,L,26-37,-1,Saturday Jun 8,0.4126984126984127
64,SFG,1,LAD,L,26-38,-2,Sunday Jun 9,0.40625
65,SFG,1,SDP,W,27-38,1,Tuesday Jun 11,0.4153846153846154
66,SFG,1,SDP,W,28-38,2,Wednesday Jun 12,0.42424242424242425
67,SFG,1,MIL,W,29-38,3,Friday Jun 14,0.43283582089552236
68,SFG,1,MIL,W,30-38,4,Saturday Jun 15,0.4411764705882353
69,SFG,1,MIL,L,30-39,-1,Sunday Jun 16,0.43478260869565216
70,SFG,0,LAD,W,31-39,1,Monday Jun 17,0.44285714285714284
71,SFG,0,LAD,L,31-40,-1,Tuesday Jun 18,0.43661971830985913
72,SFG,0,LAD,L,31-41,-2,Wednesday Jun 19,0.4305555555555556
73,SFG,0,LAD,L,31-42,-3,Thursday Jun 20,0.4246575342465753
74,SFG,0,ARI,W,32-42,1,Friday Jun 21,0.43243243243243246
75,SFG,0,ARI,W,33-42,2,Saturday Jun 22,0.44
76,SFG,0,ARI,L,33-43,-1,Sunday Jun 23,0.4342105263157895
77,SFG,1,COL,L,33-44,-2,Monday Jun 24,0.42857142857142855
78,SFG,1,COL,W,34-44,1,Tuesday Jun 25,0.4358974358974359
79,SFG,1,COL,L,34-45,-1,Wednesday Jun 26,0.43037974683544306
80,SFG,1,ARI,L,34-46,-2,Thursday Jun 27,0.425
81,SFG,1,ARI,W,35-46,1,Friday Jun 28,0.43209876543209874
82,SFG,1,ARI,L,35-47,-1,Saturday Jun 29,0.4268292682926829
83,SFG,1,ARI,W,36-47,1,Sunday Jun 30,0.43373493975903615
84,SFG,0,SDP,W,37-47,2,Monday Jul 1,0.44047619047619047
85,SFG,0,SDP,W,38-47,3,Tuesday Jul 2,0.4470588235294118
86,SFG,0,SDP,W,39-47,4,Wednesday Jul 3,0.45348837209302323
87,SFG,1,STL,L,39-48,-1,Friday Jul 5,0.4482758620689655
88,SFG,1,STL,W,40-48,1,Saturday Jul 6,0.45454545454545453
89,SFG,1,STL,W,41-48,2,Sunday Jul 7,0.4606741573033708
90,SFG,0,MIL,W,42-48,3,Friday Jul 12,0.4666666666666667
91,SFG,0,MIL,L,42-49,-1,Saturday Jul 13,0.46153846153846156
92,SFG,0,MIL,W,43-49,1,Sunday Jul 14,0.4673913043478261
93,SFG,0,COL,W,44-49,2,Monday Jul 15 (1),0.4731182795698925
94,SFG,0,COL,W,45-49,3,Monday Jul 15 (2),0.4787234042553192
95,SFG,0,COL,W,46-49,4,Tuesday Jul 16,0.4842105263157895
96,SFG,0,COL,W,47-49,5,Wednesday Jul 17,0.4895833333333333
97,SFG,1,NYM,W,48-49,6,Thursday Jul 18,0.4948453608247423
98,SFG,1,NYM,W,49-49,7,Friday Jul 19,0.5
99,SFG,1,NYM,L,49-50,-1,Saturday Jul 20,0.494949494949495
100,SFG,1,NYM,W,50-50,1,Sunday Jul 21,0.5
101,SFG,1,CHC,W,51-50,2,Monday Jul 22,0.504950495049505
102,SFG,1,CHC,W,52-50,3,Tuesday Jul 23,0.5098039215686274
103,SFG,1,CHC,L,52-51,-1,Wednesday Jul 24,0.5048543689320388
104,SFG,0,SDP,W,53-51,1,Friday Jul 26,0.5096153846153846
105,SFG,0,SDP,L,53-52,-1,Saturday Jul 27,0.5047619047619047
106,SFG,0,SDP,W,54-52,1,Sunday Jul 28,0.5094339622641509
107,SFG,0,PHI,L,54-53,-1,Tuesday Jul 30,0.5046728971962616
108,SFG,0,PHI,W,55-53,1,Wednesday Jul 31,0.5092592592592593
109,SFG,0,PHI,L,55-54,-1,Thursday Aug 1,0.5045871559633027
110,SFG,0,COL,L,55-55,-2,Friday Aug 2,0.5
111,SFG,0,COL,W,56-55,1,Saturday Aug 3,0.5045045045045045
112,SFG,0,COL,L,56-56,-1,Sunday Aug 4,0.5
113,SFG,1,WSN,L,56-57,-2,Monday Aug 5,0.49557522123893805
114,SFG,1,WSN,L,56-58,-3,Tuesday Aug 6,0.49122807017543857
